host,duration,status,taskCpuRate,taskMetrics.executorRunTime,taskMetrics.executorCpuTime
hdc49-mcc10-01-0710-3709-036-tess0035.stratus.rno.ebay.com,24423,SUCCESS,0.8297465724968841,24070,19972
hdc49-mcc10-01-0710-2604-001-tess0035.stratus.rno.ebay.com,22059,SUCCESS,0.8260207612456747,21675,17904
hdc49-mcc10-01-0710-3708-020-tess0035.stratus.rno.ebay.com,16453,SUCCESS,0.8249331924678391,16091,13274
hdc49-mcc10-01-0910-1901-038-tess0028.stratus.rno.ebay.com,26117,SUCCESS,0.816943612094797,25697,20993
hdc49-mcc10-01-0710-3503-002-tess0035.stratus.rno.ebay.com,18650,SUCCESS,0.8147458369851008,18256,14874
hdc49-mcc10-01-0710-2604-020-tess0035.stratus.rno.ebay.com,22473,SUCCESS,0.810616019219437,22061,17883
hdc49-mcc10-01-0710-3602-025-tess0035.stratus.rno.ebay.com,14597,SUCCESS,0.7960304054054054,14208,11310
hdc49-mcc10-01-0710-1903-034-tess0035.stratus.rno.ebay.com,16120,SUCCESS,0.7902878153924179,15774,12466
hdc49-mcc10-01-0710-2104-029-tess0035.stratus.rno.ebay.com,21475,SUCCESS,0.7849441937781999,21055,16527
hdc49-mcc10-01-0710-3509-025-tess0035.stratus.rno.ebay.com,19868,SUCCESS,0.7754997437211686,19510,15130
hdc49-mcc10-01-0710-2202-007-tess0035.stratus.rno.ebay.com,16333,SUCCESS,0.7583333333333333,15960,12103
hdc49-mcc10-01-0710-3302-023-tess0035.stratus.rno.ebay.com,16552,SUCCESS,0.7524385726632917,16198,12188
hdc49-mcc10-01-0710-3908-024-tess0035.stratus.rno.ebay.com,17076,SUCCESS,0.7515702578213794,16717,12564
hdc49-mcc10-01-0710-3509-032-tess0035.stratus.rno.ebay.com,18898,SUCCESS,0.7471326552694222,18484,13810
hdc49-mcc10-01-0710-2603-020-tess0035.stratus.rno.ebay.com,19606,SUCCESS,0.7413075161357485,19212,14242
hdc49-mcc10-01-0710-3503-036-tess0035.stratus.rno.ebay.com,20956,SUCCESS,0.7375310203883023,20551,15157
hdc49-mcc10-01-0710-3709-016-tess0035.stratus.rno.ebay.com,22287,SUCCESS,0.729990400877634,21877,15970
hdc49-mcc10-01-0710-2003-027-tess0035.stratus.rno.ebay.com,18326,SUCCESS,0.7241264188738037,17972,13014
hdc49-mcc10-01-0710-3709-027-tess0035.stratus.rno.ebay.com,25672,SUCCESS,0.6997309488011395,25274,17685
hdc49-mcc10-01-0710-2102-028-tess0035.stratus.rno.ebay.com,26444,RUNNING,,0,0
