host,duration,status,taskMetrics.executorCpuTime,taskMetrics.executorDeserializeCpuTime,taskMetrics.shuffleWriteMetrics.writeTime
hdc49-mcc10-01-0710-3509-009-tess0035.stratus.rno.ebay.com,8887,SUCCESS,5909,17109275,156763190
hdc49-mcc10-01-0910-1710-010-tess0028.stratus.rno.ebay.com,3906,SUCCESS,2666,6697879,46173050
hdc49-mcc10-01-0910-1901-029-tess0028.stratus.rno.ebay.com,3754,SUCCESS,2682,10411650,42748053
hdc49-mcc10-01-0710-1903-033-tess0035.stratus.rno.ebay.com,3504,SUCCESS,2269,7641218,40237070
hdc49-mcc10-01-0710-2603-022-tess0035.stratus.rno.ebay.com,3382,SUCCESS,2808,7800962,50171956
hdc49-mcc10-01-0710-1804-023-tess0035.stratus.rno.ebay.com,3314,SUCCESS,2222,8812541,38557442
hdc49-mcc10-01-0710-3509-025-tess0035.stratus.rno.ebay.com,3043,SUCCESS,1934,6678752,39092623
