host,duration,status,taskMetrics.shuffleWriteMetrics.bytesWritten.rateInKB
hdc49-mcc10-01-0710-3708-032-tess0035.stratus.rno.ebay.com,8134,SUCCESS,13744.847134595164
hdc49-mcc10-01-0710-3302-040-tess0035.stratus.rno.ebay.com,8496,SUCCESS,13132.509784244858
hdc49-mcc10-01-0710-3503-028-tess0035.stratus.rno.ebay.com,9639,SUCCESS,11492.029165749505
hdc49-mcc10-01-0710-3908-024-tess0035.stratus.rno.ebay.com,9724,SUCCESS,11364.39558647679
hdc49-mcc10-01-0710-4102-010-tess0035.stratus.rno.ebay.com,9978,SUCCESS,11121.457938955653
hdc49-mcc10-01-0710-2003-027-tess0035.stratus.rno.ebay.com,10020,SUCCESS,11022.343926998112
hdc49-mcc10-01-0710-3804-008-tess0035.stratus.rno.ebay.com,10505,SUCCESS,10516.713770294647
hdc49-mcc10-01-0910-1710-007-tess0028.stratus.rno.ebay.com,11231,SUCCESS,9657.398162901865
hdc49-mcc10-01-0910-1701-028-tess0028.stratus.rno.ebay.com,11942,SUCCESS,9193.450844786834
hdc49-mcc10-01-0710-3509-025-tess0035.stratus.rno.ebay.com,11980,SUCCESS,9123.413726859937
hdc49-mcc10-01-0710-2104-029-tess0035.stratus.rno.ebay.com,12567,SUCCESS,8705.263577478823
hdc49-mcc10-01-0710-3409-027-tess0035.stratus.rno.ebay.com,12614,SUCCESS,8544.447087097042
hdc49-mcc10-01-0710-2603-025-tess0035.stratus.rno.ebay.com,13994,SUCCESS,7691.161597382315
hdc49-mcc10-01-0710-2003-019-tess0035.stratus.rno.ebay.com,14453,SUCCESS,7519.236984619828
hdc49-mcc10-01-0710-3302-004-tess0035.stratus.rno.ebay.com,14628,SUCCESS,7423.721600566572
hdc49-mcc10-01-0710-4102-027-tess0035.stratus.rno.ebay.com,14894,SUCCESS,7299.069073673939
hdc49-mcc10-01-0710-4105-004-tess0035.stratus.rno.ebay.com,15244,SUCCESS,7078.882416984214
hdc49-mcc10-01-0710-3602-035-tess0035.stratus.rno.ebay.com,17032,SUCCESS,6330.284732360097
hdc49-mcc10-01-0710-3302-015-tess0035.stratus.rno.ebay.com,17310,SUCCESS,6139.542246372484
hdc49-mcc10-01-0710-4102-039-tess0035.stratus.rno.ebay.com,25434,SUCCESS,4146.07183919598
