accumulatorUpdates,attempt,duration,executorId,host,index,launchTime,speculative,status,taskId,taskLocality,taskMetrics.diskBytesSpilled,taskMetrics.executorBlockTime,taskMetrics.executorCpuTime,taskMetrics.executorDeserializeCpuTime,taskMetrics.executorDeserializeTime,taskMetrics.executorRunTime,taskMetrics.executorWaitTime,taskMetrics.inputMetrics.bytesRead,taskMetrics.inputMetrics.inputWaitTime,taskMetrics.inputMetrics.recordsRead,taskMetrics.jvmGcTime,taskMetrics.memoryBytesSpilled,taskMetrics.outputMetrics.bytesWritten,taskMetrics.outputMetrics.recordsWritten,taskMetrics.peakExecutionMemory,taskMetrics.resultSerializationTime,taskMetrics.resultSize,taskMetrics.shuffleReadMetrics.fetchWaitTime,taskMetrics.shuffleReadMetrics.localBlocksFetched,taskMetrics.shuffleReadMetrics.localBytesRead,taskMetrics.shuffleReadMetrics.recordsRead,taskMetrics.shuffleReadMetrics.remoteBlocksFetched,taskMetrics.shuffleReadMetrics.remoteBytesRead,taskMetrics.shuffleReadMetrics.remoteBytesReadToDisk,taskMetrics.shuffleWriteMetrics.bytesWritten,taskMetrics.shuffleWriteMetrics.recordsWritten,taskMetrics.shuffleWriteMetrics.writeTime
[],0,5908,1986,hdc49-mcc10-01-0710-3602-017-tess0035.stratus.rno.ebay.com,0,2020-07-30T05:41:13.426GMT,False,SUCCESS,30957219,PROCESS_LOCAL,0,0,5884,5755911,8,5891,0,0,0,0,0,0,0,0,1275396096,0,19418,2,0,0,6479874,3,98120579,0,91600624,6479869,53322468
[],0,1550,3091,hdc49-mcc10-01-0710-3709-018-tess0035.stratus.rno.ebay.com,1,2020-07-30T05:41:13.426GMT,False,SUCCESS,30957220,PROCESS_LOCAL,0,0,1530,5543974,8,1532,0,0,0,0,0,0,0,0,503644160,0,19418,0,0,0,1847670,2,25653797,0,23933372,1847669,13938424
[],0,28986,3211,hdc49-mcc10-01-0910-1803-025-tess0028.stratus.rno.ebay.com,2,2020-07-30T05:41:13.427GMT,False,SUCCESS,30957221,PROCESS_LOCAL,589374637,0,28116,13434872,15,28961,0,0,0,0,151,2147483648,0,0,2013593600,0,19569,333,0,0,26711218,2,408862924,0,377358354,26711217,350596451
[],0,258208,3143,hdc49-mcc10-01-0710-3302-011-tess0035.stratus.rno.ebay.com,3,2020-07-30T05:41:13.427GMT,False,SUCCESS,30957222,PROCESS_LOCAL,5831135032,0,252938,10587723,12,258187,0,0,0,0,846,22548578304,0,0,2013593600,0,19580,3168,0,0,211653414,2,3073048175,3073048116,2801580114,211653413,1640446648
[],0,1114,3179,hdc49-mcc10-01-0710-2104-023-tess0035.stratus.rno.ebay.com,4,2020-07-30T05:41:13.427GMT,False,SUCCESS,30957223,PROCESS_LOCAL,0,0,1092,6256718,7,1099,0,0,0,0,0,0,0,0,369426432,0,19414,0,0,0,1263377,3,19700788,0,18218795,1263375,10559433
[],0,70748,3166,hdc49-mcc10-01-0910-1803-021-tess0028.stratus.rno.ebay.com,5,2020-07-30T05:41:13.427GMT,False,SUCCESS,30957224,PROCESS_LOCAL,1759057878,0,68477,11563403,13,70725,0,0,0,0,281,6442450944,0,0,2013593600,0,19576,927,0,0,60021002,2,918144495,918144436,839734523,60021001,525198208
[],0,1226,2620,hdc49-mcc10-01-0710-2202-011-tess0035.stratus.rno.ebay.com,6,2020-07-30T05:41:13.427GMT,False,SUCCESS,30957225,PROCESS_LOCAL,0,0,1208,6613260,7,1210,0,0,0,0,0,0,0,0,369426432,0,19418,0,0,0,1265077,2,19345346,0,17528332,1265075,9563857
[],0,605455,2437,hdc49-mcc10-01-0710-3302-039-tess0035.stratus.rno.ebay.com,7,2020-07-30T05:41:13.427GMT,False,SUCCESS,30957226,PROCESS_LOCAL,12975344175,0,596507,6639090,8,605438,0,0,0,0,1487,50465865728,0,0,2013593600,0,19580,5992,0,0,477917287,2,6889621444,6889621385,6300242543,477917286,4158011741
[],0,588884,1877,hdc49-mcc10-01-0710-2202-020-tess0035.stratus.rno.ebay.com,8,2020-07-30T05:41:13.427GMT,False,RUNNING,30957227,PROCESS_LOCAL,13310731478,0,0,0,0,0,0,0,0,0,1447,49928994816,0,0,1208287232,0,0,7737,0,0,509054985,2,7599168475,7599168416,0,430000000,0
[],0,2060,2516,hdc49-mcc10-01-0710-2510-025-tess0035.stratus.rno.ebay.com,9,2020-07-30T05:41:13.427GMT,False,SUCCESS,30957228,PROCESS_LOCAL,0,0,2036,5947977,8,2042,0,0,0,0,0,0,0,0,604307456,0,19418,5,0,0,2394226,2,36749727,0,33762800,2394225,17654536
