Hosts,CpuTime(ms)
hdc49-mcc10-01-0710-3509-024-tess0035.stratus.rno.ebay.com,58033
hdc49-mcc10-01-0710-3804-011-tess0035.stratus.rno.ebay.com,51630
hdc49-mcc10-01-0710-4102-030-tess0035.stratus.rno.ebay.com,50867
hdc49-mcc10-01-0710-4205-022-tess0035.stratus.rno.ebay.com,47199
hdc49-mcc10-01-0710-2104-032-tess0035.stratus.rno.ebay.com,46555
hdc49-mcc10-01-0910-1701-028-tess0028.stratus.rno.ebay.com,45572
hdc49-mcc10-01-0710-3409-009-tess0035.stratus.rno.ebay.com,40572
hdc49-mcc10-01-0710-3302-031-tess0035.stratus.rno.ebay.com,39355
hdc49-mcc10-01-0710-3602-015-tess0035.stratus.rno.ebay.com,36878
hdc49-mcc10-01-0910-1803-030-tess0028.stratus.rno.ebay.com,35693
hdc49-mcc10-01-0710-2605-023-tess0035.stratus.rno.ebay.com,26021
hdc49-mcc10-01-0710-4205-004-tess0035.stratus.rno.ebay.com,25759
hdc49-mcc10-01-0710-4105-038-tess0035.stratus.rno.ebay.com,20669
hdc49-mcc10-01-0710-1804-008-tess0035.stratus.rno.ebay.com,16722
hdc49-mcc10-01-0710-2603-005-tess0035.stratus.rno.ebay.com,221
hdc49-mcc10-01-0710-2003-013-tess0035.stratus.rno.ebay.com,123
hdc49-mcc10-01-0710-2104-014-tess0035.stratus.rno.ebay.com,113
hdc49-mcc10-01-0710-4102-004-tess0035.stratus.rno.ebay.com,111
hdc49-mcc10-01-0710-1902-028-tess0035.stratus.rno.ebay.com,108
hdc49-mcc10-01-0910-1803-006-tess0028.stratus.rno.ebay.com,106
hdc49-mcc10-01-0710-4105-018-tess0035.stratus.rno.ebay.com,105
hdc49-mcc10-01-0710-3908-034-tess0035.stratus.rno.ebay.com,104
hdc49-mcc10-01-0710-3709-015-tess0035.stratus.rno.ebay.com,100
hdc49-mcc10-01-0710-3804-033-tess0035.stratus.rno.ebay.com,100
hdc49-mcc10-01-0710-4205-015-tess0035.stratus.rno.ebay.com,96
hdc49-mcc10-01-0710-2104-013-tess0035.stratus.rno.ebay.com,90
hdc49-mcc10-01-0710-2003-010-tess0035.stratus.rno.ebay.com,81
hdc49-mcc10-01-0710-2003-025-tess0035.stratus.rno.ebay.com,81
hdc49-mcc10-01-0710-2003-009-tess0035.stratus.rno.ebay.com,78
hdc49-mcc10-01-0710-2003-002-tess0035.stratus.rno.ebay.com,73
hdc49-mcc10-01-0710-2003-011-tess0035.stratus.rno.ebay.com,69
hdc49-mcc10-01-0910-1901-002-tess0028.stratus.rno.ebay.com,68
hdc49-mcc10-01-0710-1903-006-tess0035.stratus.rno.ebay.com,66
hdc49-mcc10-01-0710-2604-005-tess0035.stratus.rno.ebay.com,47
