host,duration,status,taskCpuRate,taskMetrics.executorRunTime,taskMetrics.executorCpuTime
hdc49-mcc10-01-0710-4205-022-tess0035.stratus.rno.ebay.com,47397,SUCCESS,0.9965794641160448,47361,47199
hdc49-mcc10-01-0710-3804-011-tess0035.stratus.rno.ebay.com,51900,SUCCESS,0.9961988924691763,51827,51630
hdc49-mcc10-01-0710-3602-015-tess0035.stratus.rno.ebay.com,37082,SUCCESS,0.9955457171395405,37043,36878
hdc49-mcc10-01-0910-1803-030-tess0028.stratus.rno.ebay.com,35899,SUCCESS,0.9955373329986333,35853,35693
hdc49-mcc10-01-0710-2605-023-tess0035.stratus.rno.ebay.com,26198,SUCCESS,0.9947245689819947,26159,26021
hdc49-mcc10-01-0710-4205-004-tess0035.stratus.rno.ebay.com,25964,SUCCESS,0.9939419663528323,25916,25759
hdc49-mcc10-01-0710-1804-008-tess0035.stratus.rno.ebay.com,16925,SUCCESS,0.9905224499466888,16882,16722
hdc49-mcc10-01-0910-1701-028-tess0028.stratus.rno.ebay.com,46710,SUCCESS,0.9765358818865579,46667,45572
hdc49-mcc10-01-0710-4102-030-tess0035.stratus.rno.ebay.com,53136,SUCCESS,0.9579653100811691,53099,50867
hdc49-mcc10-01-0710-3409-009-tess0035.stratus.rno.ebay.com,42823,SUCCESS,0.9483649283560459,42781,40572
hdc49-mcc10-01-0710-3509-024-tess0035.stratus.rno.ebay.com,143239,SUCCESS,0.4054622435861606,143128,58033
hdc49-mcc10-01-0710-2104-032-tess0035.stratus.rno.ebay.com,144296,SUCCESS,0.32270698164476236,144264,46555
hdc49-mcc10-01-0710-3302-031-tess0035.stratus.rno.ebay.com,125312,SUCCESS,0.3141463648264632,125276,39355
hdc49-mcc10-01-0710-4105-038-tess0035.stratus.rno.ebay.com,108827,SUCCESS,0.18999163518370424,108789,20669
hdc49-mcc10-01-0710-3908-011-tess0035.stratus.rno.ebay.com,3639201,RUNNING,,0,0
hdc49-mcc10-01-0710-3709-021-tess0035.stratus.rno.ebay.com,3636967,RUNNING,,0,0
hdc49-mcc10-01-0910-1901-030-tess0028.stratus.rno.ebay.com,3633584,RUNNING,,0,0
hdc49-mcc10-01-0710-2104-031-tess0035.stratus.rno.ebay.com,3646108,RUNNING,,0,0
hdc49-mcc10-01-0710-2510-027-tess0035.stratus.rno.ebay.com,3639942,RUNNING,,0,0
hdc49-mcc10-01-0910-1701-010-tess0028.stratus.rno.ebay.com,3646914,RUNNING,,0,0
