host,duration,status,taskMetrics.shuffleWriteMetrics.bytesWritten.rateInKB
hdc49-mcc10-01-0710-1804-008-tess0035.stratus.rno.ebay.com,16925,SUCCESS,0.2727165027840303
hdc49-mcc10-01-0710-4205-004-tess0035.stratus.rno.ebay.com,25964,SUCCESS,0.18293718166383702
hdc49-mcc10-01-0710-2605-023-tess0035.stratus.rno.ebay.com,26198,SUCCESS,0.17802668297717802
hdc49-mcc10-01-0910-1803-030-tess0028.stratus.rno.ebay.com,35899,SUCCESS,0.12353220093158174
hdc49-mcc10-01-0710-3602-015-tess0035.stratus.rno.ebay.com,37082,SUCCESS,0.12048160246200362
hdc49-mcc10-01-0910-1701-028-tess0028.stratus.rno.ebay.com,46710,SUCCESS,0.10204212827051236
hdc49-mcc10-01-0710-3409-009-tess0035.stratus.rno.ebay.com,42823,SUCCESS,0.10114303078469414
hdc49-mcc10-01-0710-4205-022-tess0035.stratus.rno.ebay.com,47397,SUCCESS,0.09689406895969258
hdc49-mcc10-01-0710-3804-011-tess0035.stratus.rno.ebay.com,51900,SUCCESS,0.08337353117101125
hdc49-mcc10-01-0710-4102-030-tess0035.stratus.rno.ebay.com,53136,SUCCESS,0.08280758583024163
hdc49-mcc10-01-0710-4105-038-tess0035.stratus.rno.ebay.com,108827,SUCCESS,0.042835213118973425
hdc49-mcc10-01-0710-3302-031-tess0035.stratus.rno.ebay.com,125312,SUCCESS,0.03667103036495418
hdc49-mcc10-01-0710-3509-024-tess0035.stratus.rno.ebay.com,143239,SUCCESS,0.033222011067016936
hdc49-mcc10-01-0710-2104-032-tess0035.stratus.rno.ebay.com,144296,SUCCESS,0.03283563466977209
hdc49-mcc10-01-0710-3908-011-tess0035.stratus.rno.ebay.com,3639201,RUNNING,
hdc49-mcc10-01-0710-3709-021-tess0035.stratus.rno.ebay.com,3636967,RUNNING,
hdc49-mcc10-01-0910-1901-030-tess0028.stratus.rno.ebay.com,3633584,RUNNING,
hdc49-mcc10-01-0710-2104-031-tess0035.stratus.rno.ebay.com,3646108,RUNNING,
hdc49-mcc10-01-0710-2510-027-tess0035.stratus.rno.ebay.com,3639942,RUNNING,
hdc49-mcc10-01-0910-1701-010-tess0028.stratus.rno.ebay.com,3646914,RUNNING,
