host,duration,status,taskMetrics.shuffleWriteMetrics.bytesWritten.rateInKB
hdc49-mcc10-01-0710-1903-006-tess0035.stratus.rno.ebay.com,989,SUCCESS,216.81437768240343
hdc49-mcc10-01-0710-2003-013-tess0035.stratus.rno.ebay.com,1163,SUCCESS,193.10910730387738
hdc49-mcc10-01-0710-2003-011-tess0035.stratus.rno.ebay.com,1303,SUCCESS,182.1588932806324
hdc49-mcc10-01-0710-2003-010-tess0035.stratus.rno.ebay.com,1042,SUCCESS,175.78942115768464
hdc49-mcc10-01-0710-2003-009-tess0035.stratus.rno.ebay.com,1137,SUCCESS,157.05801104972375
hdc49-mcc10-01-0710-1902-028-tess0035.stratus.rno.ebay.com,1172,SUCCESS,155.62255772646537
hdc49-mcc10-01-0710-4102-004-tess0035.stratus.rno.ebay.com,1322,SUCCESS,149.54337539432177
hdc49-mcc10-01-0910-1901-002-tess0028.stratus.rno.ebay.com,1328,SUCCESS,146.56876456876458
hdc49-mcc10-01-0710-2104-013-tess0035.stratus.rno.ebay.com,1334,SUCCESS,142.8140625
hdc49-mcc10-01-0710-4205-015-tess0035.stratus.rno.ebay.com,1319,SUCCESS,138.2417840375587
hdc49-mcc10-01-0910-1803-006-tess0028.stratus.rno.ebay.com,1341,SUCCESS,136.3887587822014
hdc49-mcc10-01-0710-2003-002-tess0035.stratus.rno.ebay.com,1492,SUCCESS,130.73135359116023
hdc49-mcc10-01-0710-3709-015-tess0035.stratus.rno.ebay.com,1485,SUCCESS,129.7168758716876
hdc49-mcc10-01-0710-2604-005-tess0035.stratus.rno.ebay.com,1441,SUCCESS,123.90398293029872
hdc49-mcc10-01-0710-2104-014-tess0035.stratus.rno.ebay.com,1522,SUCCESS,120.57561307901908
hdc49-mcc10-01-0710-2003-025-tess0035.stratus.rno.ebay.com,1644,SUCCESS,108.16064757160648
hdc49-mcc10-01-0710-2603-005-tess0035.stratus.rno.ebay.com,1978,SUCCESS,91.52309289050338
hdc49-mcc10-01-0710-3804-033-tess0035.stratus.rno.ebay.com,2737,SUCCESS,73.64386617100372
hdc49-mcc10-01-0710-4105-018-tess0035.stratus.rno.ebay.com,13807,SUCCESS,12.816152951439372
hdc49-mcc10-01-0710-3908-034-tess0035.stratus.rno.ebay.com,16042,SUCCESS,11.5868125
