CPUBound,IOBound,MemBound,MixBound,ResourceLimit,dataSkew,numTasks,stageId,status,submissionTime
0,1,0,0,0,0,268,59466,ACTIVE,2020-07-30T08:18:46.909GMT
1,0,0,0,0,0,203,57557,ACTIVE,2020-07-30T07:18:35.932GMT
