host,duration,status,taskCpuRate,taskMetrics.executorRunTime,taskMetrics.executorCpuTime
hdc49-mcc10-01-0710-2603-005-tess0035.stratus.rno.ebay.com,1978,SUCCESS,0.11468604047742605,1927,221
hdc49-mcc10-01-0710-2003-013-tess0035.stratus.rno.ebay.com,1163,SUCCESS,0.1109107303877367,1109,123
hdc49-mcc10-01-0710-1902-028-tess0035.stratus.rno.ebay.com,1172,SUCCESS,0.09591474245115453,1126,108
hdc49-mcc10-01-0710-4102-004-tess0035.stratus.rno.ebay.com,1322,SUCCESS,0.08753943217665615,1268,111
hdc49-mcc10-01-0910-1803-006-tess0028.stratus.rno.ebay.com,1341,SUCCESS,0.08274785323965651,1281,106
hdc49-mcc10-01-0710-2003-010-tess0035.stratus.rno.ebay.com,1042,SUCCESS,0.08083832335329341,1002,81
hdc49-mcc10-01-0710-2104-014-tess0035.stratus.rno.ebay.com,1522,SUCCESS,0.07697547683923706,1468,113
hdc49-mcc10-01-0710-4205-015-tess0035.stratus.rno.ebay.com,1319,SUCCESS,0.07511737089201878,1278,96
hdc49-mcc10-01-0710-2003-009-tess0035.stratus.rno.ebay.com,1137,SUCCESS,0.0718232044198895,1086,78
hdc49-mcc10-01-0710-1903-006-tess0035.stratus.rno.ebay.com,989,SUCCESS,0.07081545064377683,932,66
hdc49-mcc10-01-0710-2104-013-tess0035.stratus.rno.ebay.com,1334,SUCCESS,0.0703125,1280,90
hdc49-mcc10-01-0710-3709-015-tess0035.stratus.rno.ebay.com,1485,SUCCESS,0.0697350069735007,1434,100
hdc49-mcc10-01-0710-2003-011-tess0035.stratus.rno.ebay.com,1303,SUCCESS,0.05454545454545454,1265,69
hdc49-mcc10-01-0910-1901-002-tess0028.stratus.rno.ebay.com,1328,SUCCESS,0.05283605283605284,1287,68
hdc49-mcc10-01-0710-2003-025-tess0035.stratus.rno.ebay.com,1644,SUCCESS,0.050435865504358655,1606,81
hdc49-mcc10-01-0710-2003-002-tess0035.stratus.rno.ebay.com,1492,SUCCESS,0.05041436464088398,1448,73
hdc49-mcc10-01-0710-3804-033-tess0035.stratus.rno.ebay.com,2737,SUCCESS,0.03717472118959108,2690,100
hdc49-mcc10-01-0710-2604-005-tess0035.stratus.rno.ebay.com,1441,SUCCESS,0.033428165007112376,1406,47
hdc49-mcc10-01-0710-4105-018-tess0035.stratus.rno.ebay.com,13807,SUCCESS,0.007633032858389067,13756,105
hdc49-mcc10-01-0710-3908-034-tess0035.stratus.rno.ebay.com,16042,SUCCESS,0.0065,16000,104
