host,duration,status,taskMetrics.shuffleWriteMetrics.bytesWritten.rateInKB
hdc49-mcc10-01-0910-1803-008-tess0028.stratus.rno.ebay.com,1078,SUCCESS,14537.767572633553
hdc49-mcc10-01-0710-3804-006-tess0035.stratus.rno.ebay.com,1195,SUCCESS,13234.944350758853
hdc49-mcc10-01-0710-2509-031-tess0035.stratus.rno.ebay.com,1248,SUCCESS,13063.303643724696
hdc49-mcc10-01-0710-3709-031-tess0035.stratus.rno.ebay.com,1227,SUCCESS,13024.923456790124
hdc49-mcc10-01-0710-3908-035-tess0035.stratus.rno.ebay.com,1291,SUCCESS,12364.148902821316
hdc49-mcc10-01-0710-2604-037-tess0035.stratus.rno.ebay.com,1295,SUCCESS,12231.414653156664
hdc49-mcc10-01-0710-4205-013-tess0035.stratus.rno.ebay.com,1295,SUCCESS,12087.58398133748
hdc49-mcc10-01-0710-4102-032-tess0035.stratus.rno.ebay.com,1320,SUCCESS,11996.267326732674
hdc49-mcc10-01-0710-4105-025-tess0035.stratus.rno.ebay.com,1283,SUCCESS,11983.616050354052
hdc49-mcc10-01-0710-4105-025-tess0035.stratus.rno.ebay.com,1325,SUCCESS,11913.930197268588
hdc49-mcc10-01-0710-4105-025-tess0035.stratus.rno.ebay.com,1338,SUCCESS,11683.162283996995
hdc49-mcc10-01-0710-4102-032-tess0035.stratus.rno.ebay.com,1472,SUCCESS,11093.341329677862
hdc49-mcc10-01-0710-1902-029-tess0035.stratus.rno.ebay.com,1476,SUCCESS,10791.8
hdc49-mcc10-01-0710-4102-032-tess0035.stratus.rno.ebay.com,1506,SUCCESS,10500.435914552738
hdc49-mcc10-01-0710-3804-006-tess0035.stratus.rno.ebay.com,1499,SUCCESS,10429.909213180901
hdc49-mcc10-01-0710-2604-026-tess0035.stratus.rno.ebay.com,1528,SUCCESS,10363.203703703704
hdc49-mcc10-01-0710-2509-004-tess0035.stratus.rno.ebay.com,1557,SUCCESS,10072.660830090792
hdc49-mcc10-01-0710-2605-017-tess0035.stratus.rno.ebay.com,1608,SUCCESS,9854.064576802508
hdc49-mcc10-01-0710-4102-032-tess0035.stratus.rno.ebay.com,1604,SUCCESS,9729.82142857143
hdc49-mcc10-01-0710-3503-025-tess0035.stratus.rno.ebay.com,1872,SUCCESS,8198.896774193548
