host,duration,status,taskMetrics.shuffleWriteMetrics.bytesWritten.rateInKB
hdc49-mcc10-01-0710-2003-035-tess0035.stratus.rno.ebay.com,28064,SUCCESS,19194.562454847564
hdc49-mcc10-01-0710-3804-017-tess0035.stratus.rno.ebay.com,28023,SUCCESS,19160.767130698212
hdc49-mcc10-01-0710-3302-031-tess0035.stratus.rno.ebay.com,29181,SUCCESS,18555.405553615088
hdc49-mcc10-01-0710-3602-013-tess0035.stratus.rno.ebay.com,29170,SUCCESS,18398.259486220744
hdc49-mcc10-01-0710-3306-024-tess0035.stratus.rno.ebay.com,29244,SUCCESS,18387.46843416863
hdc49-mcc10-01-0710-3306-017-tess0035.stratus.rno.ebay.com,29540,SUCCESS,18326.192626060565
hdc49-mcc10-01-0710-3409-022-tess0035.stratus.rno.ebay.com,29758,SUCCESS,18190.34938892883
hdc49-mcc10-01-0710-3503-028-tess0035.stratus.rno.ebay.com,30042,SUCCESS,17927.349355296024
hdc49-mcc10-01-0710-2603-016-tess0035.stratus.rno.ebay.com,30004,SUCCESS,17792.014029800772
hdc49-mcc10-01-0910-1901-010-tess0028.stratus.rno.ebay.com,30191,SUCCESS,17698.119720186543
hdc49-mcc10-01-0710-3908-005-tess0035.stratus.rno.ebay.com,30340,SUCCESS,17679.32222111322
hdc49-mcc10-01-0710-2604-008-tess0035.stratus.rno.ebay.com,30446,SUCCESS,17599.167842124432
hdc49-mcc10-01-0710-3804-023-tess0035.stratus.rno.ebay.com,30712,SUCCESS,17416.773677656158
hdc49-mcc10-01-0910-1701-010-tess0028.stratus.rno.ebay.com,31025,SUCCESS,17357.526348459603
hdc49-mcc10-01-0910-1701-038-tess0028.stratus.rno.ebay.com,30984,SUCCESS,17345.726818597363
hdc49-mcc10-01-0710-2510-004-tess0035.stratus.rno.ebay.com,33779,SUCCESS,15846.290907464288
hdc49-mcc10-01-0710-3709-009-tess0035.stratus.rno.ebay.com,34041,SUCCESS,15796.784
hdc49-mcc10-01-0710-4105-036-tess0035.stratus.rno.ebay.com,34683,SUCCESS,15505.681627174039
hdc49-mcc10-01-0710-3302-002-tess0035.stratus.rno.ebay.com,35348,SUCCESS,15090.238043848687
hdc49-mcc10-01-0710-2102-024-tess0035.stratus.rno.ebay.com,39213,SUCCESS,13696.799634011186
