host,duration,status,taskMetrics.shuffleReadMetrics.remoteBytesRead.rateInKB
hdc49-mcc10-01-0710-2102-037-tess0035.stratus.rno.ebay.com,266,SUCCESS,1774.4717948717948
hdc49-mcc10-01-0710-3302-027-tess0035.stratus.rno.ebay.com,288,SUCCESS,1769.6666666666667
hdc49-mcc10-01-0710-2202-006-tess0035.stratus.rno.ebay.com,268,SUCCESS,1769.3197969543148
hdc49-mcc10-01-0910-1710-039-tess0028.stratus.rno.ebay.com,271,SUCCESS,1768.0307692307692
hdc49-mcc10-01-0710-2102-014-tess0035.stratus.rno.ebay.com,268,SUCCESS,1765.208121827411
hdc49-mcc10-01-0710-2509-004-tess0035.stratus.rno.ebay.com,271,SUCCESS,1752.7638190954774
hdc49-mcc10-01-0710-3804-010-tess0035.stratus.rno.ebay.com,273,SUCCESS,1744.24
hdc49-mcc10-01-0710-3709-009-tess0035.stratus.rno.ebay.com,271,SUCCESS,1742.7005076142132
hdc49-mcc10-01-0710-3409-005-tess0035.stratus.rno.ebay.com,271,SUCCESS,1741.8743718592964
hdc49-mcc10-01-0710-3503-013-tess0035.stratus.rno.ebay.com,270,SUCCESS,1718.4925373134329
hdc49-mcc10-01-0710-2003-017-tess0035.stratus.rno.ebay.com,287,SUCCESS,1709.3267326732673
hdc49-mcc10-01-0910-1701-017-tess0028.stratus.rno.ebay.com,284,SUCCESS,1706.4558823529412
hdc49-mcc10-01-0710-2603-023-tess0035.stratus.rno.ebay.com,274,SUCCESS,1693.1617647058824
hdc49-mcc10-01-0710-2605-021-tess0035.stratus.rno.ebay.com,279,SUCCESS,1689.4126213592233
hdc49-mcc10-01-0710-3409-009-tess0035.stratus.rno.ebay.com,284,SUCCESS,1684.1256038647343
hdc49-mcc10-01-0710-3509-017-tess0035.stratus.rno.ebay.com,281,SUCCESS,1668.9082125603866
hdc49-mcc10-01-0710-2003-007-tess0035.stratus.rno.ebay.com,279,SUCCESS,1661.3816425120774
hdc49-mcc10-01-0910-1803-031-tess0028.stratus.rno.ebay.com,309,SUCCESS,1433.275
hdc49-mcc10-01-0710-3409-010-tess0035.stratus.rno.ebay.com,322,SUCCESS,1395.0722891566265
hdc49-mcc10-01-0710-2603-039-tess0035.stratus.rno.ebay.com,972,SUCCESS,425.519801980198
