Hosts,CpuTime(ms)
hdc49-mcc10-01-0710-3409-027-tess0035.stratus.rno.ebay.com,148161
hdc49-mcc10-01-0710-3908-005-tess0035.stratus.rno.ebay.com,111249
hdc49-mcc10-01-0910-1901-010-tess0028.stratus.rno.ebay.com,107573
hdc49-mcc10-01-0710-1903-026-tess0035.stratus.rno.ebay.com,102549
hdc49-mcc10-01-0710-1903-020-tess0035.stratus.rno.ebay.com,102290
hdc49-mcc10-01-0710-3602-023-tess0035.stratus.rno.ebay.com,94850
hdc49-mcc10-01-0710-3908-021-tess0035.stratus.rno.ebay.com,90850
hdc49-mcc10-01-0710-3409-010-tess0035.stratus.rno.ebay.com,87742
hdc49-mcc10-01-0710-2202-036-tess0035.stratus.rno.ebay.com,87432
hdc49-mcc10-01-0910-1701-015-tess0028.stratus.rno.ebay.com,86667
hdc49-mcc10-01-0710-3602-004-tess0035.stratus.rno.ebay.com,85961
hdc49-mcc10-01-0910-1901-032-tess0028.stratus.rno.ebay.com,85107
hdc49-mcc10-01-0910-1803-025-tess0028.stratus.rno.ebay.com,84226
hdc49-mcc10-01-0710-2510-015-tess0035.stratus.rno.ebay.com,83729
hdc49-mcc10-01-0710-1804-007-tess0035.stratus.rno.ebay.com,79900
hdc49-mcc10-01-0910-1701-014-tess0028.stratus.rno.ebay.com,78308
hdc49-mcc10-01-0710-2202-005-tess0035.stratus.rno.ebay.com,77723
hdc49-mcc10-01-0710-2102-024-tess0035.stratus.rno.ebay.com,67048
hdc49-mcc10-01-0710-3306-024-tess0035.stratus.rno.ebay.com,64079
hdc49-mcc10-01-0710-3503-004-tess0035.stratus.rno.ebay.com,43200
hdc49-mcc10-01-0710-1903-016-tess0035.stratus.rno.ebay.com,41257
hdc49-mcc10-01-0910-1901-036-tess0028.stratus.rno.ebay.com,40273
hdc49-mcc10-01-0710-2102-020-tess0035.stratus.rno.ebay.com,39459
hdc49-mcc10-01-0710-3409-037-tess0035.stratus.rno.ebay.com,39025
hdc49-mcc10-01-0710-4205-033-tess0035.stratus.rno.ebay.com,37723
hdc49-mcc10-01-0710-2603-031-tess0035.stratus.rno.ebay.com,36250
hdc49-mcc10-01-0710-2102-036-tess0035.stratus.rno.ebay.com,36203
hdc49-mcc10-01-0910-1710-018-tess0028.stratus.rno.ebay.com,35198
hdc49-mcc10-01-0710-2604-038-tess0035.stratus.rno.ebay.com,35124
hdc49-mcc10-01-0710-3709-003-tess0035.stratus.rno.ebay.com,34639
hdc49-mcc10-01-0710-2603-010-tess0035.stratus.rno.ebay.com,34449
hdc49-mcc10-01-0710-3708-004-tess0035.stratus.rno.ebay.com,34359
hdc49-mcc10-01-0710-2202-033-tess0035.stratus.rno.ebay.com,34311
hdc49-mcc10-01-0910-1901-011-tess0028.stratus.rno.ebay.com,34166
hdc49-mcc10-01-0710-3709-013-tess0035.stratus.rno.ebay.com,34042
hdc49-mcc10-01-0710-2604-007-tess0035.stratus.rno.ebay.com,33571
hdc49-mcc10-01-0710-4105-036-tess0035.stratus.rno.ebay.com,30326
hdc49-mcc10-01-0710-3709-009-tess0035.stratus.rno.ebay.com,30193
hdc49-mcc10-01-0910-1803-039-tess0028.stratus.rno.ebay.com,29900
hdc49-mcc10-01-0710-2510-004-tess0035.stratus.rno.ebay.com,29459
hdc49-mcc10-01-0910-1701-010-tess0028.stratus.rno.ebay.com,28103
hdc49-mcc10-01-0710-3804-023-tess0035.stratus.rno.ebay.com,27611
hdc49-mcc10-01-0910-1701-038-tess0028.stratus.rno.ebay.com,27242
hdc49-mcc10-01-0710-3302-002-tess0035.stratus.rno.ebay.com,27109
hdc49-mcc10-01-0710-2603-016-tess0035.stratus.rno.ebay.com,26213
hdc49-mcc10-01-0710-3409-022-tess0035.stratus.rno.ebay.com,25739
hdc49-mcc10-01-0710-3306-017-tess0035.stratus.rno.ebay.com,25208
hdc49-mcc10-01-0710-3503-028-tess0035.stratus.rno.ebay.com,25000
hdc49-mcc10-01-0710-2604-008-tess0035.stratus.rno.ebay.com,24954
hdc49-mcc10-01-0710-3602-013-tess0035.stratus.rno.ebay.com,24798
hdc49-mcc10-01-0710-2003-035-tess0035.stratus.rno.ebay.com,24758
hdc49-mcc10-01-0710-3804-017-tess0035.stratus.rno.ebay.com,24486
hdc49-mcc10-01-0710-3302-031-tess0035.stratus.rno.ebay.com,24410
hdc49-mcc10-01-0710-4102-007-tess0035.stratus.rno.ebay.com,17796
hdc49-mcc10-01-0710-2604-029-tess0035.stratus.rno.ebay.com,17202
hdc49-mcc10-01-0710-3709-018-tess0035.stratus.rno.ebay.com,12827
hdc49-mcc10-01-0710-3804-021-tess0035.stratus.rno.ebay.com,9908
hdc49-mcc10-01-0910-1710-024-tess0028.stratus.rno.ebay.com,8723
hdc49-mcc10-01-0710-2605-028-tess0035.stratus.rno.ebay.com,8717
hdc49-mcc10-01-0710-2604-020-tess0035.stratus.rno.ebay.com,8477
hdc49-mcc10-01-0910-1701-028-tess0028.stratus.rno.ebay.com,8373
hdc49-mcc10-01-0710-2509-033-tess0035.stratus.rno.ebay.com,8287
hdc49-mcc10-01-0710-3306-006-tess0035.stratus.rno.ebay.com,8271
hdc49-mcc10-01-0710-2104-023-tess0035.stratus.rno.ebay.com,8207
hdc49-mcc10-01-0710-3306-027-tess0035.stratus.rno.ebay.com,8182
hdc49-mcc10-01-0710-3908-015-tess0035.stratus.rno.ebay.com,8114
hdc49-mcc10-01-0710-3409-017-tess0035.stratus.rno.ebay.com,8037
