Hosts,CpuTime(ms)
hdc49-mcc10-01-0710-2604-032-tess0035.stratus.rno.ebay.com,8014
hdc49-mcc10-01-0710-3409-005-tess0035.stratus.rno.ebay.com,7948
hdc49-mcc10-01-0710-4102-031-tess0035.stratus.rno.ebay.com,7825
hdc49-mcc10-01-0710-2509-011-tess0035.stratus.rno.ebay.com,7744
hdc49-mcc10-01-0710-2605-001-tess0035.stratus.rno.ebay.com,7703
hdc49-mcc10-01-0910-2703-018-tess0028.stratus.rno.ebay.com,7621
hdc49-mcc10-01-0710-2603-039-tess0035.stratus.rno.ebay.com,7605
hdc49-mcc10-01-0710-4102-029-tess0035.stratus.rno.ebay.com,7580
hdc49-mcc10-01-0910-1803-010-tess0028.stratus.rno.ebay.com,7546
hdc49-mcc10-01-0710-1902-003-tess0035.stratus.rno.ebay.com,7453
hdc49-mcc10-01-0710-3908-008-tess0035.stratus.rno.ebay.com,7445
hdc49-mcc10-01-0710-3509-034-tess0035.stratus.rno.ebay.com,7378
hdc49-mcc10-01-0710-3306-008-tess0035.stratus.rno.ebay.com,7341
hdc49-mcc10-01-0710-4102-037-tess0035.stratus.rno.ebay.com,7287
hdc49-mcc10-01-0710-4105-028-tess0035.stratus.rno.ebay.com,7267
hdc49-mcc10-01-0710-2104-006-tess0035.stratus.rno.ebay.com,7088
hdc49-mcc10-01-0710-3509-025-tess0035.stratus.rno.ebay.com,6799
hdc49-mcc10-01-0710-2003-017-tess0035.stratus.rno.ebay.com,33
hdc49-mcc10-01-0910-1701-017-tess0028.stratus.rno.ebay.com,30
hdc49-mcc10-01-0710-3409-009-tess0035.stratus.rno.ebay.com,28
hdc49-mcc10-01-0710-3302-027-tess0035.stratus.rno.ebay.com,27
hdc49-mcc10-01-0910-1803-031-tess0028.stratus.rno.ebay.com,23
hdc49-mcc10-01-0710-3804-010-tess0035.stratus.rno.ebay.com,22
hdc49-mcc10-01-0710-2603-023-tess0035.stratus.rno.ebay.com,22
hdc49-mcc10-01-0710-3509-017-tess0035.stratus.rno.ebay.com,21
hdc49-mcc10-01-0710-2202-006-tess0035.stratus.rno.ebay.com,21
hdc49-mcc10-01-0710-2509-004-tess0035.stratus.rno.ebay.com,21
hdc49-mcc10-01-0710-2003-007-tess0035.stratus.rno.ebay.com,21
hdc49-mcc10-01-0710-3503-013-tess0035.stratus.rno.ebay.com,20
hdc49-mcc10-01-0710-2605-021-tess0035.stratus.rno.ebay.com,20
hdc49-mcc10-01-0910-1710-039-tess0028.stratus.rno.ebay.com,20
hdc49-mcc10-01-0710-2102-037-tess0035.stratus.rno.ebay.com,20
hdc49-mcc10-01-0710-2102-014-tess0035.stratus.rno.ebay.com,19
