accumulatorUpdates,attempt,duration,executorId,host,index,launchTime,speculative,status,taskId,taskLocality,taskMetrics.diskBytesSpilled,taskMetrics.executorBlockTime,taskMetrics.executorCpuTime,taskMetrics.executorDeserializeCpuTime,taskMetrics.executorDeserializeTime,taskMetrics.executorRunTime,taskMetrics.executorWaitTime,taskMetrics.inputMetrics.bytesRead,taskMetrics.inputMetrics.inputWaitTime,taskMetrics.inputMetrics.recordsRead,taskMetrics.jvmGcTime,taskMetrics.memoryBytesSpilled,taskMetrics.outputMetrics.bytesWritten,taskMetrics.outputMetrics.recordsWritten,taskMetrics.peakExecutionMemory,taskMetrics.resultSerializationTime,taskMetrics.resultSize,taskMetrics.shuffleReadMetrics.fetchWaitTime,taskMetrics.shuffleReadMetrics.localBlocksFetched,taskMetrics.shuffleReadMetrics.localBytesRead,taskMetrics.shuffleReadMetrics.recordsRead,taskMetrics.shuffleReadMetrics.remoteBlocksFetched,taskMetrics.shuffleReadMetrics.remoteBytesRead,taskMetrics.shuffleReadMetrics.remoteBytesReadToDisk,taskMetrics.shuffleWriteMetrics.bytesWritten,taskMetrics.shuffleWriteMetrics.recordsWritten,taskMetrics.shuffleWriteMetrics.writeTime
[],0,8404,1354,hdc49-mcc10-01-0910-1901-010-tess0028.stratus.rno.ebay.com,10,2020-07-30T08:19:28.414GMT,False,SUCCESS,703517,PROCESS_LOCAL,0,0,6138,1835913,1,8399,0,309272838,16,25649464,534,0,0,0,67145904,0,2064,0,0,0,0,0,0,0,158,1,27375
[],0,11069,106,hdc49-mcc10-01-0710-3708-025-tess0035.stratus.rno.ebay.com,11,2020-07-30T08:19:28.431GMT,False,SUCCESS,703518,PROCESS_LOCAL,0,0,6816,2329073,2,11062,0,309263555,15,25650456,444,0,0,0,37040,0,1929,0,0,0,0,0,0,0,0,0,0
[],0,12237,106,hdc49-mcc10-01-0710-3708-025-tess0035.stratus.rno.ebay.com,12,2020-07-30T08:19:28.444GMT,False,SUCCESS,703519,PROCESS_LOCAL,0,0,7147,1465548,1,12231,0,309244691,27,25647905,444,0,0,0,37040,0,1929,0,0,0,0,0,0,0,0,0,0
[],0,13894,106,hdc49-mcc10-01-0710-3708-025-tess0035.stratus.rno.ebay.com,13,2020-07-30T08:19:28.513GMT,False,SUCCESS,703520,PROCESS_LOCAL,0,0,6932,1777647,1,13888,0,309228115,20,25647212,543,0,0,0,37040,0,1929,0,0,0,0,0,0,0,0,0,0
[],0,9020,1246,hdc49-mcc10-01-0710-3908-027-tess0035.stratus.rno.ebay.com,14,2020-07-30T08:19:28.524GMT,False,SUCCESS,703521,PROCESS_LOCAL,0,0,7007,1516000,1,9014,0,309224386,37,25641288,715,0,0,0,37040,0,1930,0,0,0,0,0,0,0,0,0,0
[],0,11961,106,hdc49-mcc10-01-0710-3708-025-tess0035.stratus.rno.ebay.com,15,2020-07-30T08:19:28.524GMT,False,SUCCESS,703522,PROCESS_LOCAL,0,0,7055,1536177,2,11954,0,309223440,27,25638304,444,0,0,0,37040,0,1929,0,0,0,0,0,0,0,0,0,0
[],0,9153,1317,hdc49-mcc10-01-0710-3302-036-tess0035.stratus.rno.ebay.com,16,2020-07-30T08:19:28.525GMT,False,SUCCESS,703523,PROCESS_LOCAL,0,0,6496,4330546,6,9143,0,309219207,16,25638995,450,0,0,0,37040,0,1930,0,0,0,0,0,0,0,0,0,0
[],0,10430,1354,hdc49-mcc10-01-0910-1901-010-tess0028.stratus.rno.ebay.com,17,2020-07-30T08:19:28.613GMT,False,SUCCESS,703524,PROCESS_LOCAL,0,0,6665,1789436,3,10422,0,309206400,15,25635255,580,0,0,0,37040,1,1973,0,0,0,0,0,0,0,0,0,0
[],0,13634,76,hdc49-mcc10-01-0710-3708-003-tess0035.stratus.rno.ebay.com,18,2020-07-30T08:19:28.630GMT,False,SUCCESS,703525,PROCESS_LOCAL,0,0,7619,6376776,9,13619,0,309194312,52,25639586,538,0,0,0,67145904,0,2062,0,0,0,0,0,0,0,471,3,189465
[],0,9355,121,hdc49-mcc10-01-0710-3804-004-tess0035.stratus.rno.ebay.com,19,2020-07-30T08:19:28.649GMT,False,SUCCESS,703526,PROCESS_LOCAL,0,0,5497,3790737,6,9345,0,309190953,16,25642519,355,0,0,0,37040,0,1929,0,0,0,0,0,0,0,0,0,0
