accumulatorUpdates,attempt,duration,executorId,host,index,launchTime,speculative,status,taskId,taskLocality,taskMetrics.diskBytesSpilled,taskMetrics.executorBlockTime,taskMetrics.executorCpuTime,taskMetrics.executorDeserializeCpuTime,taskMetrics.executorDeserializeTime,taskMetrics.executorRunTime,taskMetrics.executorWaitTime,taskMetrics.inputMetrics.bytesRead,taskMetrics.inputMetrics.inputWaitTime,taskMetrics.inputMetrics.recordsRead,taskMetrics.jvmGcTime,taskMetrics.memoryBytesSpilled,taskMetrics.outputMetrics.bytesWritten,taskMetrics.outputMetrics.recordsWritten,taskMetrics.peakExecutionMemory,taskMetrics.resultSerializationTime,taskMetrics.resultSize,taskMetrics.shuffleReadMetrics.fetchWaitTime,taskMetrics.shuffleReadMetrics.localBlocksFetched,taskMetrics.shuffleReadMetrics.localBytesRead,taskMetrics.shuffleReadMetrics.recordsRead,taskMetrics.shuffleReadMetrics.remoteBlocksFetched,taskMetrics.shuffleReadMetrics.remoteBytesRead,taskMetrics.shuffleReadMetrics.remoteBytesReadToDisk,taskMetrics.shuffleWriteMetrics.bytesWritten,taskMetrics.shuffleWriteMetrics.recordsWritten,taskMetrics.shuffleWriteMetrics.writeTime
[],0,15266,1246,hdc49-mcc10-01-0710-3908-027-tess0035.stratus.rno.ebay.com,0,2020-07-30T08:19:27.392GMT,False,SUCCESS,703507,PROCESS_LOCAL,0,0,11797,4086599,6,15256,0,517466331,37,42900400,1287,0,0,0,67145904,0,2064,0,0,0,0,0,0,0,375,3,26883
[],0,16148,1302,hdc49-mcc10-01-0710-4102-034-tess0035.stratus.rno.ebay.com,1,2020-07-30T08:19:27.521GMT,False,SUCCESS,703508,PROCESS_LOCAL,0,0,11759,7298426,9,16134,0,516981494,57,42880400,1264,0,0,0,67145904,0,2060,0,0,0,0,0,0,0,158,1,29286
[],0,30028,1302,hdc49-mcc10-01-0710-4102-034-tess0035.stratus.rno.ebay.com,2,2020-07-30T08:19:27.969GMT,False,SUCCESS,703509,PROCESS_LOCAL,0,0,6015,1727783,1,30013,0,309714960,34,25640589,3045,0,0,0,67145904,0,2064,0,0,0,0,0,0,0,158,1,27796
[],0,9435,1354,hdc49-mcc10-01-0910-1901-010-tess0028.stratus.rno.ebay.com,3,2020-07-30T08:19:28.021GMT,False,SUCCESS,703510,PROCESS_LOCAL,0,0,6213,4987665,8,9423,0,309453172,17,25639540,711,0,0,0,67145904,0,2064,0,0,0,0,0,0,0,156,1,26258
[],0,9972,1313,hdc49-mcc10-01-0710-2202-010-tess0035.stratus.rno.ebay.com,4,2020-07-30T08:19:28.181GMT,False,SUCCESS,703511,PROCESS_LOCAL,0,0,5325,6466029,9,9957,0,309442472,21,25641707,547,0,0,0,67145904,0,2068,0,0,0,0,0,0,0,314,2,33874
[],0,9536,1302,hdc49-mcc10-01-0710-4102-034-tess0035.stratus.rno.ebay.com,5,2020-07-30T08:19:28.225GMT,False,SUCCESS,703512,PROCESS_LOCAL,0,0,6455,1700838,3,9529,0,309352198,20,25652217,722,0,0,0,37040,0,1930,0,0,0,0,0,0,0,0,0,0
[],0,13140,1302,hdc49-mcc10-01-0710-4102-034-tess0035.stratus.rno.ebay.com,6,2020-07-30T08:19:28.237GMT,False,SUCCESS,703513,PROCESS_LOCAL,0,0,7969,1634052,3,13131,0,309340708,55,25639338,1103,0,0,0,67145904,0,2060,0,0,0,0,0,0,0,157,1,35740
[],0,23006,1302,hdc49-mcc10-01-0710-4102-034-tess0035.stratus.rno.ebay.com,7,2020-07-30T08:19:28.280GMT,False,SUCCESS,703514,PROCESS_LOCAL,0,0,8152,1849883,1,23000,0,309303222,35,25644943,2043,0,0,0,67145904,0,2060,0,0,0,0,0,0,0,156,1,38990
[],0,13244,1302,hdc49-mcc10-01-0710-4102-034-tess0035.stratus.rno.ebay.com,8,2020-07-30T08:19:28.347GMT,False,SUCCESS,703515,PROCESS_LOCAL,0,0,7962,1639478,2,13235,0,309287109,46,25641618,1103,0,0,0,67145904,0,2064,0,0,0,0,0,0,0,157,1,102886
[],0,9633,106,hdc49-mcc10-01-0710-3708-025-tess0035.stratus.rno.ebay.com,9,2020-07-30T08:19:28.358GMT,False,SUCCESS,703516,PROCESS_LOCAL,0,0,6680,4116207,8,9620,0,309273445,20,25646141,311,0,0,0,37040,0,1929,0,0,0,0,0,0,0,0,0,0
