host,duration,status,taskMetrics.shuffleReadMetrics.remoteBytesRead.rateInKB
hdc49-mcc10-01-0710-2509-037-tess0035.stratus.rno.ebay.com,48009,RUNNING,inf
hdc49-mcc10-01-0910-1803-039-tess0028.stratus.rno.ebay.com,51687,RUNNING,inf
hdc49-mcc10-01-0710-3302-003-tess0035.stratus.rno.ebay.com,54870,RUNNING,inf
hdc49-mcc10-01-0710-4205-026-tess0035.stratus.rno.ebay.com,47567,RUNNING,inf
hdc49-mcc10-01-0710-3602-013-tess0035.stratus.rno.ebay.com,52705,RUNNING,inf
hdc49-mcc10-01-0710-3709-039-tess0035.stratus.rno.ebay.com,47469,RUNNING,inf
hdc49-mcc10-01-0710-2102-037-tess0035.stratus.rno.ebay.com,47942,RUNNING,inf
hdc49-mcc10-01-0710-3908-008-tess0035.stratus.rno.ebay.com,1158,SUCCESS,391.64057672502577
hdc49-mcc10-01-0710-3804-020-tess0035.stratus.rno.ebay.com,1386,SUCCESS,322.87383573243017
hdc49-mcc10-01-0710-4105-031-tess0035.stratus.rno.ebay.com,1572,SUCCESS,314.99506172839506
hdc49-mcc10-01-0710-2003-038-tess0035.stratus.rno.ebay.com,1493,SUCCESS,300.2031007751938
hdc49-mcc10-01-0710-3503-034-tess0035.stratus.rno.ebay.com,1514,SUCCESS,292.8866615265998
hdc49-mcc10-01-0710-4105-014-tess0035.stratus.rno.ebay.com,1525,SUCCESS,285.5436746987952
hdc49-mcc10-01-0710-3709-027-tess0035.stratus.rno.ebay.com,1538,SUCCESS,283.7362962962963
hdc49-mcc10-01-0910-1901-022-tess0028.stratus.rno.ebay.com,1539,SUCCESS,281.3064275037369
hdc49-mcc10-01-0910-1701-039-tess0028.stratus.rno.ebay.com,1649,SUCCESS,260.8781656399726
hdc49-mcc10-01-0710-3306-029-tess0035.stratus.rno.ebay.com,1637,SUCCESS,257.97393689986285
hdc49-mcc10-01-0710-3804-022-tess0035.stratus.rno.ebay.com,1752,SUCCESS,246.5444587628866
hdc49-mcc10-01-0710-2603-018-tess0035.stratus.rno.ebay.com,1822,SUCCESS,236.3442118226601
hdc49-mcc10-01-0710-3908-037-tess0035.stratus.rno.ebay.com,1886,SUCCESS,229.39793438639126
