Hosts,CpuTime(ms)
hdc49-mcc10-01-0710-2104-025-tess0035.stratus.rno.ebay.com,24683
hdc49-mcc10-01-0710-2510-032-tess0035.stratus.rno.ebay.com,15403
hdc49-mcc10-01-0710-2509-013-tess0035.stratus.rno.ebay.com,15019
hdc49-mcc10-01-0710-2202-028-tess0035.stratus.rno.ebay.com,14033
hdc49-mcc10-01-0710-2603-032-tess0035.stratus.rno.ebay.com,13314
hdc49-mcc10-01-0710-2102-004-tess0035.stratus.rno.ebay.com,12483
hdc49-mcc10-01-0710-1902-005-tess0035.stratus.rno.ebay.com,12374
hdc49-mcc10-01-0710-2102-010-tess0035.stratus.rno.ebay.com,12342
hdc49-mcc10-01-0710-3409-039-tess0035.stratus.rno.ebay.com,11992
hdc49-mcc10-01-0710-2509-010-tess0035.stratus.rno.ebay.com,11595
hdc49-mcc10-01-0710-3804-031-tess0035.stratus.rno.ebay.com,11418
hdc49-mcc10-01-0710-2102-025-tess0035.stratus.rno.ebay.com,10977
hdc49-mcc10-01-0710-3306-006-tess0035.stratus.rno.ebay.com,10220
hdc49-mcc10-01-0710-2202-002-tess0035.stratus.rno.ebay.com,10067
hdc49-mcc10-01-0710-4205-022-tess0035.stratus.rno.ebay.com,9677
hdc49-mcc10-01-0710-1804-023-tess0035.stratus.rno.ebay.com,9484
hdc49-mcc10-01-0710-3708-001-tess0035.stratus.rno.ebay.com,9376
hdc49-mcc10-01-0710-3708-007-tess0035.stratus.rno.ebay.com,9289
hdc49-mcc10-01-0710-2603-023-tess0035.stratus.rno.ebay.com,9003
hdc49-mcc10-01-0710-3302-040-tess0035.stratus.rno.ebay.com,8938
hdc49-mcc10-01-0910-1901-022-tess0028.stratus.rno.ebay.com,312
hdc49-mcc10-01-0710-4105-031-tess0035.stratus.rno.ebay.com,297
hdc49-mcc10-01-0710-3709-027-tess0035.stratus.rno.ebay.com,296
hdc49-mcc10-01-0710-2603-018-tess0035.stratus.rno.ebay.com,217
hdc49-mcc10-01-0710-3804-022-tess0035.stratus.rno.ebay.com,199
hdc49-mcc10-01-0910-1901-029-tess0028.stratus.rno.ebay.com,195
hdc49-mcc10-01-0710-2202-024-tess0035.stratus.rno.ebay.com,195
hdc49-mcc10-01-0710-2003-038-tess0035.stratus.rno.ebay.com,194
hdc49-mcc10-01-0910-1701-039-tess0028.stratus.rno.ebay.com,193
hdc49-mcc10-01-0710-3908-008-tess0035.stratus.rno.ebay.com,181
hdc49-mcc10-01-0710-2604-029-tess0035.stratus.rno.ebay.com,180
hdc49-mcc10-01-0910-1803-001-tess0028.stratus.rno.ebay.com,177
hdc49-mcc10-01-0710-3503-034-tess0035.stratus.rno.ebay.com,177
hdc49-mcc10-01-0710-3908-037-tess0035.stratus.rno.ebay.com,168
hdc49-mcc10-01-0710-3804-020-tess0035.stratus.rno.ebay.com,148
hdc49-mcc10-01-0710-4105-014-tess0035.stratus.rno.ebay.com,135
hdc49-mcc10-01-0910-1803-010-tess0028.stratus.rno.ebay.com,133
hdc49-mcc10-01-0710-2003-034-tess0035.stratus.rno.ebay.com,133
hdc49-mcc10-01-0710-3306-014-tess0035.stratus.rno.ebay.com,126
hdc49-mcc10-01-0910-2703-031-tess0028.stratus.rno.ebay.com,122
hdc49-mcc10-01-0710-3306-029-tess0035.stratus.rno.ebay.com,117
hdc49-mcc10-01-0710-4105-012-tess0035.stratus.rno.ebay.com,108
hdc49-mcc10-01-0710-3804-016-tess0035.stratus.rno.ebay.com,106
hdc49-mcc10-01-0910-1901-006-tess0028.stratus.rno.ebay.com,82
hdc49-mcc10-01-0710-4102-016-tess0035.stratus.rno.ebay.com,81
