accumulatorUpdates,attempt,duration,executorId,host,index,launchTime,speculative,status,taskId,taskLocality,taskMetrics.diskBytesSpilled,taskMetrics.executorBlockTime,taskMetrics.executorCpuTime,taskMetrics.executorDeserializeCpuTime,taskMetrics.executorDeserializeTime,taskMetrics.executorRunTime,taskMetrics.executorWaitTime,taskMetrics.inputMetrics.bytesRead,taskMetrics.inputMetrics.inputWaitTime,taskMetrics.inputMetrics.recordsRead,taskMetrics.jvmGcTime,taskMetrics.memoryBytesSpilled,taskMetrics.outputMetrics.bytesWritten,taskMetrics.outputMetrics.recordsWritten,taskMetrics.peakExecutionMemory,taskMetrics.resultSerializationTime,taskMetrics.resultSize,taskMetrics.shuffleReadMetrics.fetchWaitTime,taskMetrics.shuffleReadMetrics.localBlocksFetched,taskMetrics.shuffleReadMetrics.localBytesRead,taskMetrics.shuffleReadMetrics.recordsRead,taskMetrics.shuffleReadMetrics.remoteBlocksFetched,taskMetrics.shuffleReadMetrics.remoteBytesRead,taskMetrics.shuffleReadMetrics.remoteBytesReadToDisk,taskMetrics.shuffleWriteMetrics.bytesWritten,taskMetrics.shuffleWriteMetrics.recordsWritten,taskMetrics.shuffleWriteMetrics.writeTime
[],0,46703,888,hdc49-mcc10-01-0910-1803-015-tess0028.stratus.rno.ebay.com,0,2020-07-30T06:59:05.588GMT,False,RUNNING,61666022,PROCESS_LOCAL,0,0,0,0,0,0,0,0,0,0,215,0,0,0,0,0,0,45917,6,1976,13598,4675,1649418,0,0,0,0
[],0,45594,871,hdc49-mcc10-01-0710-3409-024-tess0035.stratus.rno.ebay.com,1,2020-07-30T06:59:05.588GMT,False,RUNNING,61666023,PROCESS_LOCAL,0,0,0,0,0,0,0,0,0,0,285,0,0,0,0,0,0,44644,0,0,13565,4678,1647321,0,0,0,0
[],0,45575,1036,hdc49-mcc10-01-0910-1701-025-tess0028.stratus.rno.ebay.com,2,2020-07-30T06:59:05.588GMT,False,RUNNING,61666024,PROCESS_LOCAL,0,0,0,0,0,0,0,0,0,0,359,0,0,0,0,0,0,44442,0,0,13582,4693,1648384,0,0,0,0
[],0,45611,75,hdc49-mcc10-01-0710-2604-035-tess0035.stratus.rno.ebay.com,3,2020-07-30T06:59:05.588GMT,False,RUNNING,61666025,PROCESS_LOCAL,0,0,0,0,0,0,0,0,0,0,411,0,0,0,0,0,0,44636,1,123,13491,4659,1639051,0,0,0,0
[],0,46426,1746,hdc49-mcc10-01-0710-2509-037-tess0035.stratus.rno.ebay.com,4,2020-07-30T06:59:05.588GMT,False,RUNNING,61666026,PROCESS_LOCAL,0,0,0,0,0,0,0,0,0,0,177,0,0,0,0,0,0,45347,3,1834,13596,4657,1648365,0,0,0,0
[],0,1969,529,hdc49-mcc10-01-0710-2202-023-tess0035.stratus.rno.ebay.com,5,2020-07-30T06:59:05.588GMT,False,SUCCESS,61666027,PROCESS_LOCAL,0,0,433,23736650,31,1894,0,0,0,0,0,0,386222,8930,67633152,0,4106,998,2,1163,13532,4648,1641840,0,0,0,0
[],0,46981,406,hdc49-mcc10-01-0710-3306-032-tess0035.stratus.rno.ebay.com,6,2020-07-30T06:59:05.588GMT,False,RUNNING,61666028,PROCESS_LOCAL,0,0,0,0,0,0,0,0,0,0,411,0,0,0,0,0,0,45888,2,493,13502,4669,1637667,0,0,0,0
[],0,2111,2132,hdc49-mcc10-01-0710-3306-014-tess0035.stratus.rno.ebay.com,7,2020-07-30T06:59:05.588GMT,False,SUCCESS,61666029,PROCESS_LOCAL,0,0,474,23228211,32,2036,0,0,0,0,0,0,384007,8871,67633152,0,4106,1033,3,615,13429,4692,1630165,0,0,0,0
[],0,49333,254,hdc49-mcc10-01-0710-3503-018-tess0035.stratus.rno.ebay.com,8,2020-07-30T06:59:05.589GMT,False,RUNNING,61666030,PROCESS_LOCAL,0,0,0,0,0,0,0,0,0,0,577,0,0,0,0,0,0,48447,7,1781,13679,4668,1657819,0,0,0,0
[],0,50603,2035,hdc49-mcc10-01-0710-3306-021-tess0035.stratus.rno.ebay.com,9,2020-07-30T06:59:05.589GMT,False,RUNNING,61666031,PROCESS_LOCAL,0,0,0,0,0,0,0,0,0,0,299,0,0,0,0,0,0,49646,4,1729,13439,4621,1631298,0,0,0,0
[],0,33461,546,hdc49-mcc10-01-0910-1803-010-tess0028.stratus.rno.ebay.com,10,2020-07-30T06:59:05.589GMT,False,RUNNING,61666032,PROCESS_LOCAL,0,0,0,0,0,0,0,0,0,0,464,0,0,0,0,0,0,32513,2,490,13679,4681,1660299,0,0,0,0
[],0,47744,99,hdc49-mcc10-01-0710-1903-029-tess0035.stratus.rno.ebay.com,11,2020-07-30T06:59:05.589GMT,False,RUNNING,61666033,PROCESS_LOCAL,0,0,0,0,0,0,0,0,0,0,186,0,0,0,0,0,0,47128,4,1415,13544,4676,1642549,0,0,0,0
[],0,1616,390,hdc49-mcc10-01-0710-3306-029-tess0035.stratus.rno.ebay.com,12,2020-07-30T06:59:05.589GMT,False,SUCCESS,61666034,PROCESS_LOCAL,0,0,336,20969289,29,1545,0,0,0,0,0,0,387267,8951,67633152,0,4106,812,7,2341,13620,4690,1650881,0,0,0,0
[],0,45720,40,hdc49-mcc10-01-0710-2510-012-tess0035.stratus.rno.ebay.com,13,2020-07-30T06:59:05.589GMT,False,RUNNING,61666035,PROCESS_LOCAL,0,0,0,0,0,0,0,0,0,0,652,0,0,0,0,0,0,44926,3,863,13607,4672,1650011,0,0,0,0
[],0,46371,832,hdc49-mcc10-01-0710-4105-033-tess0035.stratus.rno.ebay.com,14,2020-07-30T06:59:05.589GMT,False,RUNNING,61666036,PROCESS_LOCAL,0,0,0,0,0,0,0,0,0,0,200,0,0,0,0,0,0,45632,2,738,13599,4650,1649732,0,0,0,0
[],0,50722,2099,hdc49-mcc10-01-0710-2102-011-tess0035.stratus.rno.ebay.com,15,2020-07-30T06:59:05.589GMT,False,RUNNING,61666037,PROCESS_LOCAL,0,0,0,0,0,0,0,0,0,0,225,0,0,0,0,0,0,50055,6,1972,13462,4634,1632484,0,0,0,0
[],0,48496,464,hdc49-mcc10-01-0910-2703-037-tess0028.stratus.rno.ebay.com,16,2020-07-30T06:59:05.589GMT,False,RUNNING,61666038,PROCESS_LOCAL,0,0,0,0,0,0,0,0,0,0,460,0,0,0,0,0,0,47686,5,1846,13622,4644,1649482,0,0,0,0
[],0,33440,1075,hdc49-mcc10-01-0710-4102-015-tess0035.stratus.rno.ebay.com,17,2020-07-30T06:59:05.590GMT,False,RUNNING,61666039,PROCESS_LOCAL,0,0,0,0,0,0,0,0,0,0,243,0,0,0,0,0,0,32729,5,1477,13537,4693,1642619,0,0,0,0
[],0,1921,2071,hdc49-mcc10-01-0910-1901-022-tess0028.stratus.rno.ebay.com,18,2020-07-30T06:59:05.590GMT,False,SUCCESS,61666040,PROCESS_LOCAL,0,0,626,26839040,32,1848,0,0,0,0,0,0,390330,9027,67633152,0,4106,865,5,1971,13627,4647,1650201,0,0,0,0
[],0,50073,607,hdc49-mcc10-01-0710-3708-029-tess0035.stratus.rno.ebay.com,19,2020-07-30T06:59:05.590GMT,False,RUNNING,61666041,PROCESS_LOCAL,0,0,0,0,0,0,0,0,0,0,324,0,0,0,0,0,0,49220,0,0,13598,4641,1650429,0,0,0,0
