accumulatorUpdates,attempt,duration,executorId,host,index,launchTime,speculative,status,taskId,taskLocality,taskMetrics.diskBytesSpilled,taskMetrics.executorBlockTime,taskMetrics.executorCpuTime,taskMetrics.executorDeserializeCpuTime,taskMetrics.executorDeserializeTime,taskMetrics.executorRunTime,taskMetrics.executorWaitTime,taskMetrics.inputMetrics.bytesRead,taskMetrics.inputMetrics.inputWaitTime,taskMetrics.inputMetrics.recordsRead,taskMetrics.jvmGcTime,taskMetrics.memoryBytesSpilled,taskMetrics.outputMetrics.bytesWritten,taskMetrics.outputMetrics.recordsWritten,taskMetrics.peakExecutionMemory,taskMetrics.resultSerializationTime,taskMetrics.resultSize,taskMetrics.shuffleReadMetrics.fetchWaitTime,taskMetrics.shuffleReadMetrics.localBlocksFetched,taskMetrics.shuffleReadMetrics.localBytesRead,taskMetrics.shuffleReadMetrics.recordsRead,taskMetrics.shuffleReadMetrics.remoteBlocksFetched,taskMetrics.shuffleReadMetrics.remoteBytesRead,taskMetrics.shuffleReadMetrics.remoteBytesReadToDisk,taskMetrics.shuffleWriteMetrics.bytesWritten,taskMetrics.shuffleWriteMetrics.recordsWritten,taskMetrics.shuffleWriteMetrics.writeTime
[],0,41887,2110,hdc49-mcc10-01-0910-1701-010-tess0028.stratus.rno.ebay.com,0,2020-07-30T06:59:05.698GMT,False,RUNNING,61666224,PROCESS_LOCAL,0,0,0,0,0,0,0,0,0,0,506,0,0,0,0,0,0,40402,8,3862,45393,9840,4762403,0,0,0,0
[],0,3490,2031,hdc49-mcc10-01-0710-2509-013-tess0035.stratus.rno.ebay.com,1,2020-07-30T06:59:05.699GMT,False,SUCCESS,61666225,PROCESS_LOCAL,0,0,1318,37803208,94,3340,0,0,0,0,0,0,1052793,32103,68157440,0,4550,1104,8,3240,46216,9897,4850241,0,0,0,0
[],0,29794,483,hdc49-mcc10-01-0910-1803-008-tess0028.stratus.rno.ebay.com,2,2020-07-30T06:59:05.699GMT,False,RUNNING,61666226,PROCESS_LOCAL,0,0,0,0,0,0,0,0,0,0,495,0,0,0,0,0,0,28465,8,3821,46346,9903,4862523,0,0,0,0
[],0,2365,1063,hdc49-mcc10-01-0710-3602-011-tess0035.stratus.rno.ebay.com,3,2020-07-30T06:59:05.699GMT,False,SUCCESS,61666227,PROCESS_LOCAL,0,0,655,20007525,280,2032,0,0,0,0,0,0,1020227,31096,68157440,0,4549,958,8,3066,45636,9894,4784924,0,0,0,0
[],0,27634,978,hdc49-mcc10-01-0710-1903-016-tess0035.stratus.rno.ebay.com,4,2020-07-30T06:59:05.699GMT,False,RUNNING,61666228,PROCESS_LOCAL,0,0,0,0,0,0,0,0,0,0,220,0,0,0,0,0,0,26286,8,4622,45409,9857,4765734,0,0,0,0
[],0,45605,376,hdc49-mcc10-01-0710-3302-014-tess0035.stratus.rno.ebay.com,5,2020-07-30T06:59:05.699GMT,False,RUNNING,61666229,PROCESS_LOCAL,0,0,0,0,0,0,0,0,0,0,233,0,0,0,0,0,0,43911,8,4401,46129,9861,4841468,0,0,0,0
[],0,27665,320,hdc49-mcc10-01-0710-4102-016-tess0035.stratus.rno.ebay.com,6,2020-07-30T06:59:05.699GMT,False,RUNNING,61666230,PROCESS_LOCAL,0,0,0,0,0,0,0,0,0,0,683,0,0,0,0,0,0,25757,7,3865,45803,9877,4806736,0,0,0,0
[],0,30166,2139,hdc49-mcc10-01-0910-1901-038-tess0028.stratus.rno.ebay.com,7,2020-07-30T06:59:05.699GMT,False,RUNNING,61666231,PROCESS_LOCAL,0,0,0,0,0,0,0,0,0,0,591,0,0,0,0,0,0,28334,8,2745,45386,9868,4764645,0,0,0,0
[],0,35697,2067,hdc49-mcc10-01-0710-2509-007-tess0035.stratus.rno.ebay.com,8,2020-07-30T06:59:05.699GMT,False,RUNNING,61666232,PROCESS_LOCAL,0,0,0,0,0,0,0,0,0,0,199,0,0,0,0,0,0,34382,8,4270,45928,9900,4809248,0,0,0,0
[],0,45465,676,hdc49-mcc10-01-0710-2605-033-tess0035.stratus.rno.ebay.com,9,2020-07-30T06:59:05.700GMT,False,RUNNING,61666233,PROCESS_LOCAL,0,0,0,0,0,0,0,0,0,0,388,0,0,0,0,0,0,44096,7,3628,45748,9829,4798556,0,0,0,0
