host,duration,status
hdc49-mcc10-01-0710-3708-021-tess0035.stratus.rno.ebay.com,7013,RUNNING
hdc49-mcc10-01-0910-1701-021-tess0028.stratus.rno.ebay.com,5624,RUNNING
hdc49-mcc10-01-0910-1701-021-tess0028.stratus.rno.ebay.com,2914,RUNNING
