host,duration,status,taskMetrics.shuffleReadMetrics.remoteBytesRead.rateInKB
hdc49-mcc10-01-0710-2003-009-tess0035.stratus.rno.ebay.com,12347,KILLED,inf
hdc49-mcc10-01-0710-4105-013-tess0035.stratus.rno.ebay.com,1791,SUCCESS,11370.722084367246
hdc49-mcc10-01-0710-3302-031-tess0035.stratus.rno.ebay.com,1730,SUCCESS,11167.268308489955
hdc49-mcc10-01-0710-2604-020-tess0035.stratus.rno.ebay.com,1959,SUCCESS,10818.25364758698
hdc49-mcc10-01-0710-4205-003-tess0035.stratus.rno.ebay.com,1987,SUCCESS,10043.313714602999
hdc49-mcc10-01-0710-2104-028-tess0035.stratus.rno.ebay.com,2513,SUCCESS,10015.637725870427
hdc49-mcc10-01-0710-3908-028-tess0035.stratus.rno.ebay.com,1738,SUCCESS,9540.516645326505
hdc49-mcc10-01-0710-1903-013-tess0035.stratus.rno.ebay.com,2432,SUCCESS,8757.920692798541
hdc49-mcc10-01-0710-4105-036-tess0035.stratus.rno.ebay.com,2417,SUCCESS,8274.5358611238
hdc49-mcc10-01-0710-3804-014-tess0035.stratus.rno.ebay.com,2453,SUCCESS,8257.523373052245
hdc49-mcc10-01-0710-4102-022-tess0035.stratus.rno.ebay.com,2978,SUCCESS,7795.675216763006
hdc49-mcc10-01-0710-3409-007-tess0035.stratus.rno.ebay.com,2527,SUCCESS,7357.388327205882
hdc49-mcc10-01-0710-3708-008-tess0035.stratus.rno.ebay.com,2438,SUCCESS,7064.343373493976
hdc49-mcc10-01-0910-1710-032-tess0028.stratus.rno.ebay.com,2774,SUCCESS,6522.532482598608
hdc49-mcc10-01-0710-1903-016-tess0035.stratus.rno.ebay.com,2847,SUCCESS,6281.324792765637
hdc49-mcc10-01-0710-2604-007-tess0035.stratus.rno.ebay.com,2662,SUCCESS,6048.9235436893205
hdc49-mcc10-01-0710-2509-011-tess0035.stratus.rno.ebay.com,3152,SUCCESS,5856.2521974306965
hdc49-mcc10-01-0710-2510-007-tess0035.stratus.rno.ebay.com,2968,SUCCESS,5412.586120100683
hdc49-mcc10-01-0710-3602-026-tess0035.stratus.rno.ebay.com,6693,SUCCESS,3116.7144617280146
hdc49-mcc10-01-0910-1803-033-tess0028.stratus.rno.ebay.com,12367,KILLED,
