host,duration,status
hdc49-mcc10-01-0710-4102-023-tess0035.stratus.rno.ebay.com,3395,SUCCESS
hdc49-mcc10-01-0710-2104-008-tess0035.stratus.rno.ebay.com,3384,SUCCESS
hdc49-mcc10-01-0710-3302-002-tess0035.stratus.rno.ebay.com,3375,SUCCESS
hdc49-mcc10-01-0710-3509-004-tess0035.stratus.rno.ebay.com,3117,SUCCESS
hdc49-mcc10-01-0710-1903-024-tess0035.stratus.rno.ebay.com,2963,SUCCESS
hdc49-mcc10-01-0710-2509-021-tess0035.stratus.rno.ebay.com,2809,SUCCESS
hdc49-mcc10-01-0710-3503-034-tess0035.stratus.rno.ebay.com,2672,SUCCESS
hdc49-mcc10-01-0910-2703-038-tess0028.stratus.rno.ebay.com,2661,SUCCESS
hdc49-mcc10-01-0910-1701-026-tess0028.stratus.rno.ebay.com,2638,SUCCESS
