host,duration,status,taskCpuRate,taskMetrics.executorRunTime,taskMetrics.executorCpuTime
hdc49-mcc10-01-0910-2703-035-tess0028.stratus.rno.ebay.com,3007,SUCCESS,0.3548136645962733,2576,914
hdc49-mcc10-01-0710-3302-030-tess0035.stratus.rno.ebay.com,2322,SUCCESS,0.3532994923857868,1970,696
hdc49-mcc10-01-0910-1803-002-tess0028.stratus.rno.ebay.com,2461,SUCCESS,0.3487494100991034,2119,739
hdc49-mcc10-01-0710-3708-027-tess0035.stratus.rno.ebay.com,3759,SUCCESS,0.31162234837167613,3347,1043
hdc49-mcc10-01-0710-3306-027-tess0035.stratus.rno.ebay.com,2830,SUCCESS,0.30704563650920735,2498,767
hdc49-mcc10-01-0710-1903-032-tess0035.stratus.rno.ebay.com,3240,SUCCESS,0.28111073020226257,2917,820
hdc49-mcc10-01-0710-3306-005-tess0035.stratus.rno.ebay.com,3897,SUCCESS,0.2805775764439411,3532,991
hdc49-mcc10-01-0710-2604-005-tess0035.stratus.rno.ebay.com,3899,SUCCESS,0.2257420091324201,3504,791
hdc49-mcc10-01-0710-1903-025-tess0035.stratus.rno.ebay.com,3702,SUCCESS,0.21336914353924202,3351,715
hdc49-mcc10-01-0710-2003-002-tess0035.stratus.rno.ebay.com,4485,SUCCESS,0.2126203750633553,3946,839
hdc49-mcc10-01-0910-1803-034-tess0028.stratus.rno.ebay.com,4257,SUCCESS,0.21250321584769746,3887,826
hdc49-mcc10-01-0710-3709-013-tess0035.stratus.rno.ebay.com,3795,SUCCESS,0.21150493898895992,3442,728
hdc49-mcc10-01-0710-1804-012-tess0035.stratus.rno.ebay.com,3777,SUCCESS,0.2046376811594203,3450,706
hdc49-mcc10-01-0710-2202-033-tess0035.stratus.rno.ebay.com,4903,SUCCESS,0.20438773225878665,4467,913
hdc49-mcc10-01-0710-3908-035-tess0035.stratus.rno.ebay.com,4554,SUCCESS,0.20400289365806606,4147,846
hdc49-mcc10-01-0710-2102-009-tess0035.stratus.rno.ebay.com,4696,SUCCESS,0.1977944626935711,4262,843
hdc49-mcc10-01-0710-3602-037-tess0035.stratus.rno.ebay.com,4619,SUCCESS,0.1955850937574175,4213,824
hdc49-mcc10-01-0710-4205-009-tess0035.stratus.rno.ebay.com,4485,SUCCESS,0.1955250444952962,3933,769
hdc49-mcc10-01-0710-1804-034-tess0035.stratus.rno.ebay.com,4549,SUCCESS,0.1931268151016457,4132,798
hdc49-mcc10-01-0710-3602-005-tess0035.stratus.rno.ebay.com,4712,SUCCESS,0.16639889832453522,4357,725
