host,duration,status,taskMetrics.shuffleWriteMetrics.bytesWritten.rateInKB
hdc49-mcc10-01-0710-1804-023-tess0035.stratus.rno.ebay.com,7776,SUCCESS,0.3502011158686908
hdc49-mcc10-01-0710-2509-030-tess0035.stratus.rno.ebay.com,7905,SUCCESS,0.32644469957902794
hdc49-mcc10-01-0710-2605-031-tess0035.stratus.rno.ebay.com,7866,SUCCESS,0.3108974358974359
hdc49-mcc10-01-0710-2605-004-tess0035.stratus.rno.ebay.com,7091,SUCCESS,0.2742279777999146
hdc49-mcc10-01-0710-1902-039-tess0035.stratus.rno.ebay.com,7553,SUCCESS,0.24225013361838588
hdc49-mcc10-01-0710-2604-013-tess0035.stratus.rno.ebay.com,8334,SUCCESS,0.23999032297084796
hdc49-mcc10-01-0710-3708-036-tess0035.stratus.rno.ebay.com,8271,SUCCESS,0.23353658536585367
hdc49-mcc10-01-0710-3908-040-tess0035.stratus.rno.ebay.com,7762,SUCCESS,0.21564042608469733
hdc49-mcc10-01-0710-3804-002-tess0035.stratus.rno.ebay.com,7603,SUCCESS,0.1927263074064242
hdc49-mcc10-01-0710-1903-009-tess0035.stratus.rno.ebay.com,6674,SUCCESS,0.18641246784687548
hdc49-mcc10-01-0710-3804-022-tess0035.stratus.rno.ebay.com,7278,SUCCESS,0.17089748924954917
hdc49-mcc10-01-0710-2604-019-tess0035.stratus.rno.ebay.com,7345,SUCCESS,0.17085565169619557
hdc49-mcc10-01-0710-2202-008-tess0035.stratus.rno.ebay.com,7198,SUCCESS,0.1619234543670265
hdc49-mcc10-01-0910-1803-031-tess0028.stratus.rno.ebay.com,9087,SUCCESS,0.14432989690721648
hdc49-mcc10-01-0710-2102-003-tess0035.stratus.rno.ebay.com,8275,SUCCESS,0.125
hdc49-mcc10-01-0710-1902-031-tess0035.stratus.rno.ebay.com,7842,SUCCESS,0.12334405144694534
hdc49-mcc10-01-0710-1902-005-tess0035.stratus.rno.ebay.com,7535,SUCCESS,0.1194429566148902
hdc49-mcc10-01-0710-3503-012-tess0035.stratus.rno.ebay.com,8115,SUCCESS,0.10300695825049702
hdc49-mcc10-01-0710-4105-018-tess0035.stratus.rno.ebay.com,8610,SUCCESS,0.09619660620245758
hdc49-mcc10-01-0710-3804-023-tess0035.stratus.rno.ebay.com,82139,SUCCESS,0.014865539972462196
