accumulatorUpdates,attempt,duration,executorId,host,index,launchTime,speculative,status,taskId,taskLocality,taskMetrics.diskBytesSpilled,taskMetrics.executorBlockTime,taskMetrics.executorCpuTime,taskMetrics.executorDeserializeCpuTime,taskMetrics.executorDeserializeTime,taskMetrics.executorRunTime,taskMetrics.executorWaitTime,taskMetrics.inputMetrics.bytesRead,taskMetrics.inputMetrics.inputWaitTime,taskMetrics.inputMetrics.recordsRead,taskMetrics.jvmGcTime,taskMetrics.memoryBytesSpilled,taskMetrics.outputMetrics.bytesWritten,taskMetrics.outputMetrics.recordsWritten,taskMetrics.peakExecutionMemory,taskMetrics.resultSerializationTime,taskMetrics.resultSize,taskMetrics.shuffleReadMetrics.fetchWaitTime,taskMetrics.shuffleReadMetrics.localBlocksFetched,taskMetrics.shuffleReadMetrics.localBytesRead,taskMetrics.shuffleReadMetrics.recordsRead,taskMetrics.shuffleReadMetrics.remoteBlocksFetched,taskMetrics.shuffleReadMetrics.remoteBytesRead,taskMetrics.shuffleReadMetrics.remoteBytesReadToDisk,taskMetrics.shuffleWriteMetrics.bytesWritten,taskMetrics.shuffleWriteMetrics.recordsWritten,taskMetrics.shuffleWriteMetrics.writeTime
[],0,10677,865,hdc49-mcc10-01-0710-3409-039-tess0035.stratus.rno.ebay.com,10,2020-07-30T05:54:17.217GMT,False,SUCCESS,59252839,PROCESS_LOCAL,0,0,8823,6098235,185,9060,0,0,0,0,67,0,0,0,872464384,0,6509,1,0,0,10475262,806,103862578,0,546,4,32014
[],0,10455,765,hdc49-mcc10-01-0710-3709-025-tess0035.stratus.rno.ebay.com,11,2020-07-30T05:54:17.219GMT,False,SUCCESS,59252842,PROCESS_LOCAL,0,0,8225,2980380,321,8684,0,0,0,0,104,0,0,0,872464384,0,6505,0,2,249267,10558955,804,104133902,0,548,4,34732
[],0,10611,203,hdc49-mcc10-01-0710-2003-027-tess0035.stratus.rno.ebay.com,12,2020-07-30T05:54:17.221GMT,False,SUCCESS,59252845,PROCESS_LOCAL,0,0,8720,3225979,296,8966,0,0,0,0,116,0,0,0,872464384,0,6505,1,0,0,10400568,806,103421227,0,411,3,21887
[],0,11432,2143,hdc49-mcc10-01-0710-1903-018-tess0035.stratus.rno.ebay.com,13,2020-07-30T05:54:17.223GMT,False,SUCCESS,59252848,PROCESS_LOCAL,0,0,9687,3056217,155,9899,0,0,0,0,84,0,0,0,1208008704,0,6502,60,1,67351,12817922,805,118522079,0,274,2,28998
[],0,9285,1964,hdc49-mcc10-01-0710-3302-031-tess0035.stratus.rno.ebay.com,14,2020-07-30T05:54:17.224GMT,False,SUCCESS,59252851,PROCESS_LOCAL,0,0,7607,3099549,146,7754,0,0,0,0,0,0,0,0,805355520,0,6321,28,0,0,10411152,806,103480146,0,0,0,0
[],0,12083,1102,hdc49-mcc10-01-0710-2104-014-tess0035.stratus.rno.ebay.com,15,2020-07-30T05:54:17.224GMT,False,SUCCESS,59252852,PROCESS_LOCAL,0,0,10250,6023582,240,10540,0,0,0,0,125,0,0,0,872464384,0,6506,3,0,0,10408111,806,103472096,0,475,4,26580
[],0,11725,555,hdc49-mcc10-01-0710-3804-039-tess0035.stratus.rno.ebay.com,16,2020-07-30T05:54:17.225GMT,False,SUCCESS,59252855,PROCESS_LOCAL,0,0,10069,5701572,208,10262,0,0,0,0,0,0,0,0,872464384,0,6458,0,1,162581,10547754,805,104154359,0,278,2,26466
[],0,10362,425,hdc49-mcc10-01-0710-3804-022-tess0035.stratus.rno.ebay.com,17,2020-07-30T05:54:17.226GMT,False,SUCCESS,59252858,PROCESS_LOCAL,0,0,8368,3210473,143,8567,0,0,0,0,79,0,0,0,872464384,0,6509,0,1,68804,10474456,805,103794885,0,546,4,33064
[],0,57488,279,hdc49-mcc10-01-0710-2603-030-tess0035.stratus.rno.ebay.com,18,2020-07-30T05:54:17.227GMT,False,RUNNING,59252861,PROCESS_LOCAL,0,0,0,0,0,0,0,0,0,0,151,0,0,0,0,0,0,55080,2,247055,3417654,298,21581467,0,0,0,0
[],0,10348,58,hdc49-mcc10-01-0710-3804-002-tess0035.stratus.rno.ebay.com,19,2020-07-30T05:54:17.228GMT,False,SUCCESS,59252864,PROCESS_LOCAL,0,0,8408,5355781,170,8494,0,0,0,0,0,0,0,0,872464384,0,6453,3,1,160438,10445163,805,103561051,0,136,1,23967
