accumulatorUpdates,attempt,duration,executorId,host,index,launchTime,speculative,status,taskId,taskLocality,taskMetrics.diskBytesSpilled,taskMetrics.executorBlockTime,taskMetrics.executorCpuTime,taskMetrics.executorDeserializeCpuTime,taskMetrics.executorDeserializeTime,taskMetrics.executorRunTime,taskMetrics.executorWaitTime,taskMetrics.inputMetrics.bytesRead,taskMetrics.inputMetrics.inputWaitTime,taskMetrics.inputMetrics.recordsRead,taskMetrics.jvmGcTime,taskMetrics.memoryBytesSpilled,taskMetrics.outputMetrics.bytesWritten,taskMetrics.outputMetrics.recordsWritten,taskMetrics.peakExecutionMemory,taskMetrics.resultSerializationTime,taskMetrics.resultSize,taskMetrics.shuffleReadMetrics.fetchWaitTime,taskMetrics.shuffleReadMetrics.localBlocksFetched,taskMetrics.shuffleReadMetrics.localBytesRead,taskMetrics.shuffleReadMetrics.recordsRead,taskMetrics.shuffleReadMetrics.remoteBlocksFetched,taskMetrics.shuffleReadMetrics.remoteBytesRead,taskMetrics.shuffleReadMetrics.remoteBytesReadToDisk,taskMetrics.shuffleWriteMetrics.bytesWritten,taskMetrics.shuffleWriteMetrics.recordsWritten,taskMetrics.shuffleWriteMetrics.writeTime
[],0,10515,377,hdc49-mcc10-01-0710-3409-017-tess0035.stratus.rno.ebay.com,0,2020-07-30T05:54:17.208GMT,False,SUCCESS,59252816,PROCESS_LOCAL,0,0,8723,2200975,165,8909,0,0,0,0,85,0,0,0,872464384,0,6505,1,0,0,10424290,806,103567868,0,411,3,25785
[],0,12507,423,hdc49-mcc10-01-0910-1701-007-tess0028.stratus.rno.ebay.com,1,2020-07-30T05:54:17.209GMT,False,SUCCESS,59252819,PROCESS_LOCAL,0,0,10732,2410056,217,10996,0,0,0,0,104,0,0,0,872464384,0,6505,0,1,164609,10425327,805,103419966,0,411,3,26687
[],0,11412,1952,hdc49-mcc10-01-0910-1701-018-tess0028.stratus.rno.ebay.com,2,2020-07-30T05:54:17.209GMT,False,SUCCESS,59252820,PROCESS_LOCAL,0,0,9297,2533044,154,9884,0,0,0,0,136,0,0,0,872464384,1,6601,0,0,0,10476974,806,103863565,0,2222,16,56710
[],0,9197,2028,hdc49-mcc10-01-0710-3908-036-tess0035.stratus.rno.ebay.com,3,2020-07-30T05:54:17.209GMT,False,SUCCESS,59252822,PROCESS_LOCAL,0,0,7403,2417325,243,7640,0,0,0,0,126,0,0,0,872464384,0,6498,5,1,33761,10480054,805,103841737,0,137,1,18663
[],0,10510,2075,hdc49-mcc10-01-0710-3409-030-tess0035.stratus.rno.ebay.com,4,2020-07-30T05:54:17.209GMT,False,SUCCESS,59252823,PROCESS_LOCAL,0,0,8583,3137911,148,8818,0,0,0,0,116,0,0,0,872464384,0,6510,1,1,163089,10542665,805,104108669,0,548,4,31140
[],0,11933,506,hdc49-mcc10-01-0910-1701-021-tess0028.stratus.rno.ebay.com,5,2020-07-30T05:54:17.210GMT,False,SUCCESS,59252826,PROCESS_LOCAL,0,0,10188,6994612,169,10398,0,0,0,0,65,0,0,0,872464384,0,6501,0,0,0,10417917,806,103502305,0,274,2,37891
[],0,9568,928,hdc49-mcc10-01-0710-2202-019-tess0035.stratus.rno.ebay.com,6,2020-07-30T05:54:17.211GMT,False,SUCCESS,59252827,PROCESS_LOCAL,0,0,7875,2330944,248,8050,0,0,0,0,86,0,0,0,805355520,0,6363,0,1,163872,10435900,805,103454252,0,0,0,0
[],0,12276,390,hdc49-mcc10-01-0710-3306-029-tess0035.stratus.rno.ebay.com,7,2020-07-30T05:54:17.211GMT,False,SUCCESS,59252829,PROCESS_LOCAL,0,0,10475,2897452,207,10800,0,0,0,0,105,0,0,0,872464384,0,6513,1,0,0,10452445,806,103743822,0,697,5,30347
[],0,12641,67,hdc49-mcc10-01-0710-4102-024-tess0035.stratus.rno.ebay.com,8,2020-07-30T05:54:17.213GMT,False,SUCCESS,59252833,PROCESS_LOCAL,0,0,10818,2983355,147,11097,0,0,0,0,122,0,0,0,872464384,0,6496,0,1,85287,10474996,805,103788416,0,137,1,25482
[],0,9857,2081,hdc49-mcc10-01-0710-3306-002-tess0035.stratus.rno.ebay.com,9,2020-07-30T05:54:17.215GMT,False,SUCCESS,59252836,PROCESS_LOCAL,0,0,8079,2481292,285,8289,0,0,0,0,89,0,0,0,872464384,1,6553,1,0,0,10440851,806,103657893,0,556,4,28159
