host,duration,status,taskMetrics.shuffleReadMetrics.remoteBytesRead.rateInKB
hdc49-mcc10-01-0710-2202-005-tess0035.stratus.rno.ebay.com,83924,SUCCESS,5.217709489870229
hdc49-mcc10-01-0710-2510-015-tess0035.stratus.rno.ebay.com,89468,SUCCESS,5.077969174977334
hdc49-mcc10-01-0910-1701-014-tess0028.stratus.rno.ebay.com,85532,SUCCESS,4.9559255746419835
hdc49-mcc10-01-0910-1901-010-tess0028.stratus.rno.ebay.com,88333,SUCCESS,4.841395807588967
hdc49-mcc10-01-0710-1804-007-tess0035.stratus.rno.ebay.com,86256,SUCCESS,4.769371879716707
hdc49-mcc10-01-0910-1901-032-tess0028.stratus.rno.ebay.com,90100,SUCCESS,4.708529699448693
hdc49-mcc10-01-0910-1803-025-tess0028.stratus.rno.ebay.com,90274,SUCCESS,4.6799631618658735
hdc49-mcc10-01-0710-3908-005-tess0035.stratus.rno.ebay.com,90161,SUCCESS,4.661138572618717
hdc49-mcc10-01-0710-3409-010-tess0035.stratus.rno.ebay.com,90332,SUCCESS,4.591897824785472
hdc49-mcc10-01-0710-3602-004-tess0035.stratus.rno.ebay.com,90242,SUCCESS,4.585992986505682
hdc49-mcc10-01-0710-2202-036-tess0035.stratus.rno.ebay.com,90341,SUCCESS,4.5038688364668324
hdc49-mcc10-01-0910-1701-015-tess0028.stratus.rno.ebay.com,90314,SUCCESS,4.493107845855281
hdc49-mcc10-01-0710-3908-021-tess0035.stratus.rno.ebay.com,93641,SUCCESS,4.266641715232851
hdc49-mcc10-01-0710-3602-023-tess0035.stratus.rno.ebay.com,98571,SUCCESS,4.135598386555988
hdc49-mcc10-01-0710-1903-020-tess0035.stratus.rno.ebay.com,105893,SUCCESS,4.029163120567376
hdc49-mcc10-01-0710-1903-026-tess0035.stratus.rno.ebay.com,105107,SUCCESS,3.9344805900177233
hdc49-mcc10-01-0710-3409-027-tess0035.stratus.rno.ebay.com,151223,SUCCESS,2.8110088221473624
hdc49-mcc10-01-0710-3908-019-tess0035.stratus.rno.ebay.com,181308,SUCCESS,2.2811860094161025
hdc49-mcc10-01-0710-3804-005-tess0035.stratus.rno.ebay.com,260199,SUCCESS,1.7801212000030762
hdc49-mcc10-01-0710-3503-004-tess0035.stratus.rno.ebay.com,251144,SUCCESS,1.6774734577614883
