host,duration,status,taskMetrics.shuffleReadMetrics.remoteBytesRead.rateInKB
hdc49-mcc10-01-0710-3804-018-tess0035.stratus.rno.ebay.com,27147,RUNNING,inf
hdc49-mcc10-01-0710-2104-036-tess0035.stratus.rno.ebay.com,35433,RUNNING,inf
hdc49-mcc10-01-0710-2603-003-tess0035.stratus.rno.ebay.com,36757,RUNNING,inf
hdc49-mcc10-01-0710-3709-033-tess0035.stratus.rno.ebay.com,434,SUCCESS,389.8897637795276
hdc49-mcc10-01-0710-2003-034-tess0035.stratus.rno.ebay.com,434,SUCCESS,360.4707317073171
